Subject,Topic,SubTopic,Question,Answer,Done,ReviewLater,Duplicate,LessImportant,Starred,Order,SubjectOrder,TopicOrder,SubTopicOrder,SrsDue,SrsStreak
Previous Question Bank,Core Java,Misc,How to not serialise only particular variable in entity class,- transient int value = 10 ( this will avoid variable when object is serialized ),false,false,false,false,false,54,3,5,0,,0
Previous Question Bank,Core Java,Misc,initialization blocks / static block,"syntax: only static {} (once on class init, Static block is used to initialize the static data member. It is executed before the main method, at the time of classloading) / static initializer - syntax: only {} (each time on object creation)",false,false,false,false,false,55,3,5,0,,0
Previous Question Bank,Core Java,Misc,types of constructors,"default constructor, arg constructor, copy constructor, static const (not supported), private constructor (restricting object creation)",false,false,false,false,false,56,3,5,0,,0
Previous Question Bank,Core Java,Misc,Wrapper class,"int Integer ( used to implement premitive datatypes in synchronization, multithreading )",false,false,false,false,false,57,3,5,0,,0
Previous Question Bank,Core Java,Misc,stack vs heap memory,,false,false,false,false,false,58,3,5,0,,0
Previous Question Bank,Core Java,Misc,What is Shadowing,overriding outter scope variable value inside block scope,false,false,false,false,false,59,3,5,0,,0
Previous Question Bank,Core Java,Misc,Static methods vs static block,,false,false,false,false,false,60,3,5,0,,0
Previous Question Bank,Core Java,Misc,JDK,"which has JRE & tool to convert java into class , JVM - load, verify & execute class file , JRE - supporting libraries to run the code",false,false,false,false,false,61,3,5,0,,0
Previous Question Bank,Core Java,Misc,JVM internal working,https://medium.com/platform-engineer/understanding-jvm-architecture-22c0ddf09722,false,false,false,false,false,62,3,5,0,,0
Previous Question Bank,Core Java,Misc,Java memory management,Why no JRE from Java 9 - due to modular development,false,false,false,false,false,63,3,5,0,,0
Previous Question Bank,Core Java,Misc,Is Java Paid after Java 11,"Oracle provides two Java Development Kit releases, an OpenJDK build under the GPL open-source license and a commercial Oracle JDK build under a paid-for license. Enterprise JavaBeans (EJB)?",false,false,false,false,false,64,3,5,0,,0
Previous Question Bank,Core Java,Misc,Javax to jakarta migration explain with oracle aquired story,,false,false,false,false,false,65,3,5,0,,0
Previous Question Bank,Core Java,Misc,OpenJDK vs AdoptOpenJDK,https://stackoverflow.com/questions/52431764/difference-between-openjdk-and-adoptium-adoptopenjdk,false,false,false,false,false,66,3,5,0,,0
Previous Question Bank,Core Java,Misc,HotSpot vs OpenJ9,famous due to cloud native movement - faster than HotSpot,false,false,false,false,false,67,3,5,0,,0
Previous Question Bank,Core Java,Misc,Enumeration vs iterator vs ListIterator,"- Enumeration (hasmoreelements, nextElement) vs iterator(hasnext, remove) vs ListIterator(hasnext, remove, add, set) like pointing cursers for element access",false,false,false,false,false,68,3,5,0,,0
Previous Question Bank,Core Java,Misc,Copy of java object ( java8 has new feature? ),"- shallow copying, Deep copying, copy constructor",false,false,false,false,false,69,3,5,0,,0
Previous Question Bank,Core Java,Misc,System in java - final class inside,"java.lang.* mostly used for i/p , o/p",false,false,false,false,false,70,3,5,0,,0
Previous Question Bank,Core Java,Misc,What is reflexion api,"- getClassName(), forName(), .class() - cons - breaks encapsulation principle & possible to access privete methods/variables",false,false,false,false,false,71,3,5,0,,0
Previous Question Bank,Core Java,Misc,What is concurrent modification exception,occurs when an object is tried to be modified concurrently when it is not permissible,false,false,false,false,false,72,3,5,0,,0
Previous Question Bank,Core Java,Misc,"Date, Time, and Calendar",,false,false,false,false,false,73,3,5,0,,0
Previous Question Bank,Core Java,Misc,"Is Java ""pass-by-reference"" or ""pass-by-value""?",,false,false,false,false,false,74,3,5,0,,0
Previous Question Bank,Core Java,Misc,Permgen (why depricated after Java7),special heap space separated from the main memory heap for static & primitive variables vs Metaspace in Java,false,false,false,false,false,75,3,5,0,,0
Previous Question Bank,Core Java,Misc,understanding-public-static-void-mainstring-args-in-java,public static void main(String args[]) - https://www.geeksforgeeks.org/understanding-public-static-void-mainstring-args-in-java/,false,false,false,false,false,76,3,5,0,,0
Previous Question Bank,Core Java,Misc,Why main method in java is public static void,,false,false,false,false,false,77,3,5,0,,0
Previous Question Bank,Core Java,Misc,What is the use of String args[] in main method,,false,false,false,false,false,78,3,5,0,,0
Previous Question Bank,Core Java,Misc,Can we have multiple main method in java project,not allowed with class as main method is static but allowed in project level,false,false,false,false,false,79,3,5,0,,0
Previous Question Bank,Core Java,Misc,What happens if we run project with 2class having main method,eclipse will pop which class to run,false,false,false,false,false,80,3,5,0,,0
Previous Question Bank,Core Java,Misc,Can we override / overload main method in java,can overload by args but cant override as its static method,false,false,false,false,false,81,3,5,0,,0
Previous Question Bank,Core Java,Misc,Is main method compulsory in Java? / what if main method not found in the class ?,https://www.geeksforgeeks.org/main-method-compulsory-java/,false,false,false,false,false,82,3,5,0,,0
Previous Question Bank,Core Java,Misc,Program argument vs VM argument differences,,false,false,false,false,false,83,3,5,0,,0
Previous Question Bank,Core Java,Collections,synchronized,synchronized keyword ensures that only one thread can enter the method at one time and concurrent collections,false,false,false,false,false,84,3,3,0,,0
Previous Question Bank,Core Java,Collections,static methods present in the collections class,( Example: Collections.sort() ) - List in link https://www.javatpoint.com/java-collections-class,false,false,false,false,false,85,3,3,0,,0
Previous Question Bank,Core Java,Collections,streams vs collections,"data storage, modification, functional interface",false,false,false,false,false,86,3,3,0,,0
Previous Question Bank,Core Java,Collections,Collection Diagram,,false,false,false,false,false,87,3,3,0,,0
Previous Question Bank,Core Java,Collections,Java collection - new <util> and Java Collections,".sort(), .addAll()",false,false,false,false,false,88,3,3,0,,0
Previous Question Bank,Core Java,Collections,difference between ArrayList and LinkedList classes,,false,false,false,false,false,89,3,3,0,,0
Previous Question Bank,Core Java,Collections,Difference between hash map and hash table with internal working,,false,false,false,false,false,90,3,3,0,,0
Previous Question Bank,Core Java,Collections,Difference between set and list,,false,false,false,false,false,91,3,3,0,,0
Previous Question Bank,Core Java,Collections,Is hash map is thread safe - no,,false,false,false,false,false,92,3,3,0,,0
Previous Question Bank,Core Java,Collections,hash map vs hash set,,false,false,false,false,false,93,3,3,0,,0
Previous Question Bank,Core Java,Collections,Concurrent hashMap,,false,false,false,false,false,94,3,3,0,,0
Previous Question Bank,Core Java,Collections,hashcode() method vs equal,,false,false,false,false,false,95,3,3,0,,0
Previous Question Bank,Core Java,Collections,How hashmap internally works - All DSA basic concepts,,false,false,false,false,false,96,3,3,0,,0
Previous Question Bank,Core Java,Collections,hash Map vs HashTable,,false,false,false,false,false,97,3,3,0,,0
Previous Question Bank,Core Java,Error vs Exception,How do you handle multiple exception types with same exception,,false,false,false,false,false,98,3,4,0,,0
Previous Question Bank,Core Java,Error vs Exception,What design pattern is used to implement exception handling,chain of responsibility,false,false,false,false,true,99,3,4,0,,0
Previous Question Bank,Core Java,Error vs Exception,Diagram,,false,false,false,false,true,100,3,4,0,,0
Previous Question Bank,Core Java,Error vs Exception,Checked Exception,,false,false,false,false,false,101,3,4,0,,0
Previous Question Bank,Core Java,Error vs Exception,Unchecked Exception,,false,false,false,false,false,102,3,4,0,,0
Previous Question Bank,Core Java,Error vs Exception,Error,,false,false,false,false,false,103,3,4,0,,0
Previous Question Bank,Core Java,Error vs Exception,throw vs throws,,false,false,false,false,false,104,3,4,0,,0
Previous Question Bank,Core Java,Error vs Exception,"try, catch, finally",catch Exception e first block & Checked Exception in second block,false,false,false,false,false,105,3,4,0,,0
Previous Question Bank,Core Java,Error vs Exception,Java Custom Exception,,false,false,false,false,false,106,3,4,0,,0
Previous Question Bank,Core Java,Error vs Exception,how to handle Custom exception in spring boot,,false,false,false,false,false,107,3,4,0,,0
Previous Question Bank,Core Java,Error vs Exception,exception-handling-with-method-overriding,,false,false,false,false,false,108,3,4,0,,0
Previous Question Bank,Core Java,Multi-threading,What is Multi-threading,https://www.javatpoint.com/java-multithreading-interview-questions,false,false,false,false,false,0,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,what is multithreading & concurrency,,false,false,false,false,false,1,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,volatile keyword,,false,false,false,false,false,2,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,Difference between threads and process?,,false,false,false,false,false,3,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,thread basics,,false,false,false,false,false,4,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,different ways of threads usage,extends thread & implements Runnable,false,false,false,false,false,5,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,Deadlock explain,,false,false,false,false,false,6,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,life cycle,,false,false,false,false,false,7,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,joing thread,,false,false,false,false,false,8,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,naming thread,,false,false,false,false,false,9,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,Daemon thread,,false,false,false,false,false,10,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,thread pool,,false,false,false,false,false,11,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,Synchronized Block,used to lock common thread resources,false,false,false,false,false,12,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,Process-based Multitasking (Multiprocessing),,false,false,false,false,false,14,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,Thread-based Multitasking (Multithreading),,false,false,false,false,false,15,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,What will happen when we call two times Start() in threads,IllegalThreadStateException,false,false,false,false,false,16,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,Thread safe Singleton�& impl,,false,false,false,false,false,17,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,Callable in thread,,false,false,false,false,false,18,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,What is the need for threads in Java?,,false,false,false,false,false,19,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,How do you create a thread?,,false,false,false,false,false,20,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,How do you create a thread by extending thread class?,,false,false,false,false,false,21,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,How do you create a thread by implementing runnable interface?,,false,false,false,false,false,22,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,How do you run a thread in Java?,,false,false,false,false,false,23,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,What are the different states of a thread?,,false,false,false,false,false,24,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,What is priority of a thread? How do you change the priority of a thread?,,false,false,false,false,false,25,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,What is executorservice?,,false,false,false,false,false,26,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,Can you give an example for executorservice?,,false,false,false,false,false,27,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,Explain different ways of creating executor services .,,false,false,false,false,false,28,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,How do you check whether an executionservice task executed successfully?,,false,false,false,false,false,29,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,What is callable? How do you execute a callable from executionservice?,,false,false,false,false,false,30,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,What is synchronization of threads?,,false,false,false,false,false,31,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,Can you give an example of a synchronized block?,,false,false,false,false,false,32,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,Can a static method be synchronized?,"yes, locks for class level rather to object/instance level",false,false,false,false,false,33,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,What is the use of join method in threads?,,false,false,false,false,false,34,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,Describe a few other important methods in threads?,,false,false,false,false,false,35,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,What is a deadlock?,,false,false,false,false,false,36,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,What are the important methods in Java for inter-thread communication?,,false,false,false,false,false,37,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,What is the use of wait method?,,false,false,false,false,false,38,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,What is the use of notify method?,,false,false,false,false,false,39,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,What is the use of notifyall method?,,false,false,false,false,false,40,3,6,0,,0
Previous Question Bank,Core Java,Multi-threading,Can you write a synchronized program with wait and notify methods?,,false,false,false,false,false,41,3,6,0,,0
Previous Question Bank,Core Java,Garbage collection,Explain Garbage collection,,false,false,false,false,false,150,3,7,0,,0
Previous Question Bank,Core Java,Java IO,IO Diagram,,false,false,false,false,false,151,3,8,0,,0
Previous Question Bank,Core Java,Java IO,"File input stream, output stream, reader, writer",,false,false,false,false,false,152,3,8,0,,0
Previous Question Bank,Core Java,Java IO,FileOutputStream,,false,false,false,false,false,153,3,8,0,,0
Previous Question Bank,Core Java,Java IO,FileInputStream,,false,false,false,false,false,154,3,8,0,,0
Previous Question Bank,Core Java,Java IO,BufferedOutputStream,,false,false,false,false,false,155,3,8,0,,0
Previous Question Bank,Core Java,Java IO,BufferedInputStream,,false,false,false,false,false,156,3,8,0,,0
Previous Question Bank,Core Java,Java IO,SequenceInputStream,,false,false,false,false,false,157,3,8,0,,0
Previous Question Bank,Core Java,Java IO,ByteArrayOutputStream,,false,false,false,false,false,158,3,8,0,,0
Previous Question Bank,Core Java,Java IO,ByteArrayInputStream,,false,false,false,false,false,159,3,8,0,,0
Previous Question Bank,Core Java,Java IO,FileReader,,false,false,false,false,false,160,3,8,0,,0
Previous Question Bank,Core Java,Java IO,FileWriter,,false,false,false,false,false,161,3,8,0,,0
Previous Question Bank,Core Java,Java Strings,utility methods in String class,".length(), isEmpty(), .equalsIgnoreCase(), startsWithIgnoreCase(), endsWithIgnoreCase(), trimWhitespaces(), containsWhitespace",false,false,false,false,false,10,3,9,0,,0
Previous Question Bank,Core Java,Java Strings,String vs StringBuffer vs StringBuilder,String (immutable) vs StringBuffer (syncronized & thread safe) vs StringBuilder (no syncronization & not thread safe),false,false,false,false,false,11,3,9,0,,0
Previous Question Bank,Core Java,Java Strings,Why string is immutable,"- synchronization & thread safe- thread safe & to avoid garbage collector to hold value in string pool for security reasons, synchronization and concurrency, caching, and class loading - https://youtu.be/to9DPVsdByE",false,false,false,false,false,12,3,9,0,,0
Previous Question Bank,Core Java,Java Strings,String vs new String() vs internal() vs String Literal,"String Literal - """", new String(),",false,false,false,false,false,13,3,9,0,,0
Previous Question Bank,Core Java,Java Strings,create your own immutable class,"how to declare or get variable from immutable class - final class, private final variable, parametrized constructor for deep copy",false,false,false,false,false,14,3,9,0,,0
Previous Question Bank,Core Java,Java Strings,operations using String & StringBuilder,"- compare(), concat(), equals(), split(), length(), replace(), compareTo(), intern(), substring() - charAt() ,compareTo() ,concat() ,contains() ,endsWith() ,equals()equalsIgnoreCase() ,format() ,getBytes() ,getChars() ,indexOf() ,intern() ,isEmpty() ,join() ,lastIndexOf() ,length() ,replace() ,replaceAll() ,split() ,startsWith() ,substring() ,toCharArray() ,toLowerCase() ,toUpperCase() ,trim()",false,false,false,false,false,15,3,9,0,,0
Previous Question Bank,Core Java,Java Strings,StringTokenizer,,false,false,false,true,false,18,3,9,0,,0
Previous Question Bank,Core Java,Java Strings,equals() {things to consider when using} & == & compareTo(),,false,false,false,false,false,16,3,9,0,,0
Previous Question Bank,Core Java,Java Strings,split vs splice,,false,false,false,true,false,17,3,9,0,,0
Previous Question Bank,Core Java,Operators,Unary Operator,,false,false,false,false,false,171,3,10,0,,0
Previous Question Bank,Core Java,Operators,Arithmetic Operator,,false,false,false,false,false,172,3,10,0,,0
Previous Question Bank,Core Java,Operators,Shift Operator,,false,false,false,false,false,173,3,10,0,,0
Previous Question Bank,Core Java,Operators,Relational Operator,,false,false,false,false,false,174,3,10,0,,0
Previous Question Bank,Core Java,Operators,Bitwise Operator,,false,false,false,false,false,175,3,10,0,,0
Previous Question Bank,Core Java,Operators,Logical Operator,,false,false,false,false,false,176,3,10,0,,0
Previous Question Bank,Core Java,Operators,Ternary Operator,,false,false,false,false,false,177,3,10,0,,0
Previous Question Bank,Core Java,Operators,Assignment Operator,,false,false,false,false,false,178,3,10,0,,0
Previous Question Bank,Core Java,Basic Programs,Fibonacci Series in Java,,false,false,false,false,false,2,3,11,0,,0
Previous Question Bank,Core Java,Basic Programs,Prime Number Program in Java & nth Prime Number Java,,false,false,false,false,false,3,3,11,0,,0
Previous Question Bank,Core Java,Basic Programs,Palindrome Program in Java,,false,false,false,false,false,4,3,11,0,,0
Previous Question Bank,Core Java,Basic Programs,Factorial Program in Java,,false,false,false,false,false,5,3,11,0,,0
Previous Question Bank,Core Java,Basic Programs,Armstrong Number in Java,,false,false,false,false,false,6,3,11,0,,0
Previous Question Bank,Core Java,Basic Programs,How to Generate Random Number in Java,,false,false,false,false,false,7,3,11,0,,0
Previous Question Bank,Core Java,Basic Programs,How to Print Pattern in Java,,false,false,false,false,false,8,3,11,0,,0
Previous Question Bank,Core Java,Basic Programs,How to Compare Two Objects in Java,,false,false,false,false,false,9,3,11,0,,0
Previous Question Bank,Core Java,Basic Programs,How to Create Object in Java,,false,false,false,false,false,10,3,11,0,,0
Previous Question Bank,Core Java,Basic Programs,How to Print ASCII Value in Java,,false,false,false,false,false,11,3,11,0,,0
Previous Question Bank,Core Java,Basic Programs,Reverse a String / Number,,false,false,false,false,false,12,3,11,0,,0
Previous Question Bank,Core Java,Basic Programs,second / third largest from array using sort logic of temp variable,,false,false,false,false,false,13,3,11,0,,0
Previous Question Bank,Core Java,Basic Programs,pattern,,false,false,false,false,false,14,3,11,0,,0
Previous Question Bank,Core Java,Java features,List Java 8 Features,"Lambda expressions, Default methods, Static methods in interface, ForEach() method, Method references (using class::method ) Stream builder Base64 Encode Decode, Optional class, Collect vs Collectors class in stream api Nashorn JavaScript Engine, Parallel Array Sorting, Type and Repating Annotations, IO Enhancements, Concurrency Enhancements, JDBC Enhancements etc.",false,false,false,false,false,192,3,2,0,,0
Previous Question Bank,Core Java,Java features,Functional interfaces,,false,false,false,false,false,193,3,2,0,,0
Previous Question Bank,Core Java,Java features,Example Functional interfaces,"Runnable, Comparator, Consumer, Supplier vs Predicate",false,false,false,false,false,194,3,2,0,,0
Previous Question Bank,Core Java,Java features,Consumer vs Supplier vs Predicate,https://medium.com/swlh/understanding-java-8s-consumer-supplier-predicate-and-function-c1889b9423d,false,false,false,false,false,195,3,2,0,,0
Previous Question Bank,Core Java,Java features,Functional Programming vs OOPS vs AOP,,false,false,false,false,false,196,3,2,0,,0
Previous Question Bank,Core Java,Java features,interface method impl in class vers Functional interface method impl using lamda,,false,false,false,false,false,197,3,2,0,,0
Previous Question Bank,Core Java,Java features,"interface that contains only one abstract method, Java 8 onwards, lambda expressions",,false,false,false,false,false,198,3,2,0,,0
Previous Question Bank,Core Java,Java features,Vs @Annotation & Changes after java8 Lambda expression,,false,false,false,false,false,199,3,2,0,,0
Previous Question Bank,Core Java,Java features,What is stream api?,"No storage, functional programming, Possibly unbounded, Laziness-seeking.",false,false,false,false,false,200,3,2,0,,0
Previous Question Bank,Core Java,Java features,stream () from Collection interface,map {uses predicate functional interface} & filter {uses function functional interface} from Stream,false,false,false,false,false,201,3,2,0,,0
Previous Question Bank,Core Java,Java features,"map (), filter, toarray, collect, Collectors",,false,false,false,false,false,202,3,2,0,,0
Previous Question Bank,Core Java,Java features,Parallel vs Sequential Stream in Java,,false,false,false,false,false,203,3,2,0,,0
Previous Question Bank,Core Java,Java features,java 8 vs latest stream() enhancement,,false,false,false,false,false,204,3,2,0,,0
Previous Question Bank,Core Java,Java features,Differentiate stream operations - stream().map/.filter,- stream().map/.filter - to iterate array of list with less memory/processing effort,false,false,false,false,false,205,3,2,0,,0
Previous Question Bank,Core Java,Java features,Differentiate between map (single array) and flat map vs stream api,"array inside another array to flat [[1,2,3],[4,5,6],[7]] -> [1,2,3,4,5,6,7]",false,false,false,false,false,206,3,2,0,,0
Previous Question Bank,Core Java,Java features,What is the improvement in hashmap before and after java8,on hashtable collition complexity increases from O(1) to O(n) so replaced balanced trees instead of linked lists,false,false,false,false,false,207,3,2,0,,0
Previous Question Bank,Core Java,Java features,How to remove duplicate in list in java 8,ARRAY.stream().distinct().collect(Collectors.toList());,false,false,false,false,false,208,3,2,0,,0
Previous Question Bank,Core Java,Multi-threading,what is synchronized methods,,false,false,false,false,false,13,3,6,0,,0
Previous Question Bank,Core Java,Misc,"what is jvm, jit, jre and their heap memory size",,false,false,false,false,false,41,3,5,0,,0
Previous Question Bank,Core Java,Collections,"default capacity of list (10), map (16 buckets), set (16 as internally it is hashmap)",,false,false,false,false,false,14,3,3,0,,0
Previous Question Bank,Core Java,Misc,can we have static constructor,,false,false,false,false,false,42,3,5,0,,0
Previous Question Bank,Core Java,Multi-threading,Optimistic vs. Pessimistic locking,,false,false,false,false,false,42,3,6,0,,0
Youtube Playlists,Core Java,Roadmaps,Core Java Interview Questions 1,https://www.youtube.com/playlist?list=PLqq-6Pq4lTTZRvrqmB_hq4XfkVyOX-39T,false,false,false,false,false,0,3,12,0,,0
Previous Question Bank,Core Java,Keywords & Lifecycle,when finalize method called,The finalize method is not called if the system GC is done,false,false,false,false,false,2,3,0,0,,0
Previous Question Bank,Core Java,"Object Mechanics, Utilities & Serialization",Why proper implementation of equals and hashCode methods necessary,Proper implementation of equals and hashCode methods is necessary to avoid duplicates in collections.,false,false,false,false,false,4,3,1,0,,0
Previous Question Bank,Core Java,Error vs Exception,When Compile time exceptions handled,Compile time exceptions can be handled at compile time,false,false,false,false,false,11,3,4,0,,0
Previous Question Bank,Core Java,Error vs Exception,FileNotFound exception what type of exception?,FileNotFound exception is a checked exception and not a compile time exception.,false,false,false,false,false,12,3,4,0,,0
Previous Question Bank,Core Java,Error vs Exception,Delegating exception handling to next method caller,,false,false,false,false,false,13,3,4,0,,0
Previous Question Bank,Core Java,Error vs Exception,Understanding the order of exception hierarchy is important while handling exceptions in Java.,,false,false,false,false,false,14,3,4,0,,0
Previous Question Bank,Core Java,Error vs Exception,Can we stop finally block from executing?,"<ul><li>Yes, you can prevent a finally block from executing by calling System.exit(0) inside the try or catch block, which terminates the Java Virtual Machine (JVM)</li></ul>",false,false,false,false,false,15,3,4,0,,0
Previous Question Bank,Core Java,Java Strings,String objects can be created using the new keyword or string literal,,false,false,false,false,false,0,3,9,0,,0
Previous Question Bank,Core Java,Java Strings,String is immutable,,false,false,false,false,false,1,3,9,0,,0
Previous Question Bank,Core Java,Java Strings,String class is immutable in Java,,false,false,false,false,false,2,3,9,0,,0
Previous Question Bank,Core Java,Java Strings,String buffer and StringBuilder are mutable - while String is immutable,,false,false,false,false,false,3,3,9,0,,0
Previous Question Bank,Core Java,Java Strings,Creating an immutable class: Setter method write only getter method,,false,false,false,false,false,4,3,9,0,,0
Previous Question Bank,Core Java,Java Strings,Handling mutability in Java objects & Creating custom immutable class,,false,false,false,false,false,5,3,9,0,,0
Previous Question Bank,Core Java,Misc,Using the clone method to create a separate copy of an object,,false,false,false,false,false,43,3,5,0,,0
Previous Question Bank,Core Java,Misc,Demonstrating how to avoid modifying a Date object in Java,,false,false,false,false,false,44,3,5,0,,0
Previous Question Bank,Core Java,Java Strings,How to use String for storing passwords,It is recommended to use char array instead of String for storing passwords.,false,false,false,false,false,6,3,9,0,,0
Previous Question Bank,Core Java,Misc,Writing custom marker interfaces in Java,,false,false,false,false,false,45,3,5,0,,0
Previous Question Bank,Core Java,Collections,The difference between array list and linked list,,false,false,false,false,false,15,3,3,0,,0
Previous Question Bank,Core Java,Misc,Using generics with lists helps in avoiding type cast issues.,,false,false,false,false,false,46,3,5,0,,0
Previous Question Bank,Core Java,Collections,Creating a custom AR list to disallow duplicates,,false,false,false,false,false,16,3,3,0,,0
Previous Question Bank,Core Java,Collections,Tricky - Set implementation allows duplicate objects if equals and hashCode methods are not overridden for custom objects.,The contract between equals and hashCode methods determines if duplicate objects are allowed,false,false,false,false,false,17,3,3,0,,0
Previous Question Bank,Core Java,Collections,Sorting objects based on ID and name using Comparable and Comparator,,false,false,false,false,false,18,3,3,0,,0
Previous Question Bank,Core Java,Collections,Creating Comparators in Java for sorting objects based on different attributes.,,false,false,false,false,false,19,3,3,0,,0
Previous Question Bank,Core Java,Collections,Explanation of custom sorting using comparator,,false,false,false,false,false,20,3,3,0,,0
Previous Question Bank,Core Java,Collections,Fail-fast and fail-safe iterators in Java,,false,false,false,false,false,21,3,3,0,,0
Previous Question Bank,Core Java,Collections,ConcurrentHashMap - when? allow null keys? what type of locking? why prefered over Hashtable ?,ConcurrentHashMap is used when parallel thread access and modification is required. ConcurrentHashMap does not allow adding null keys or values and throws a null pointer exception immediately. ConcurrentHashMap uses segment locking or bucket locking ConcurrentHashMap is preferred over Hashtable due to its locking mechanism.,false,false,false,false,false,22,3,3,0,,0
Previous Question Bank,Core Java,Collections,What is Hash Collision,,false,false,false,false,false,23,3,3,0,,0
Previous Question Bank,Core Java,Collections,Hash map internal working,Hash map internally uses linked list nodes,false,false,false,false,false,24,3,3,0,,0
