Subject,Topic,SubTopic,Question,Answer,Done,ReviewLater,Duplicate,NotImportant,Starred,Failed,Visited,Difficulty,Order,SubjectOrder,TopicOrder,SubTopicOrder,SrsDue,SrsStreak,DoneCount,DoneHistory,FailedCount,FailedHistory,ReviewLaterCount,ReviewLaterHistory,Tags,Links,UpdatedAt
OOP,Pillars Of OOP,Abstraction,Abstract class vs methods,"<ul><li>Just declared, cant instanciate, sub class can define or override</li></ul><ul><li><strong>Abstract Class</strong><ul><li><strong>Purpose:</strong> Serves as a partial blueprint.</li><li><strong>Capabilities:</strong> Can hold fields (state), concrete methods, and constructors.</li><li><strong>Inheritance:</strong> Subclasses can only extend one abstract class (single inheritance).</li></ul></li><li><strong>Abstract Method</strong><ul><li><strong>Purpose:</strong> Serves as a placeholder for a specific action.</li><li><strong>Capabilities:</strong> Has no body; defines a signature (name, parameters, return type) only.</li><li><strong>Location:</strong> Can only exist inside an abstract class or an interface</li></ul></li><li><strong>Discuss the ""Open-Closed"" Principle:</strong> Explain that abstract classes let you extend software capability (by adding new subclasses) without modifying existing, tested base code</li></ul>",true,false,false,false,false,false,false,,0,1,0,3,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Pillars Of OOP,Abstraction,Interface vs Abstract class,"<ul><li><strong>Abstract class</strong> is what an object is<ul><li>Aharing code and state via tight, single inheritance</li></ul></li><li><strong>Interface</strong> is what an object can do<ul><li>Enforcing decoupled contracts via flexible multiple inheritance</li></ul></li></ul>",false,true,false,false,false,false,false,,0,1,0,3,2026-08-18,0,0,,0,,1,"[{""ts"":1787282780488}]","[""Must Know""]",,1787283341366
OOP,Pillars Of OOP,Abstraction,Method in interface vs Abstract,,false,false,false,false,false,true,false,,0,1,0,3,2026-08-18,0,0,,1,"[{""ts"":1787282780488}]",0,,,,1787282780488
OOP,Pillars Of OOP,Abstraction,How will you choose Interface or Abstract class,,true,false,false,false,false,false,false,,0,1,0,3,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Pillars Of OOP,Abstraction,When do you layer an interface on top of the abstract class,• Validation using Template Method Pattern,false,true,false,false,false,false,false,,0,1,0,3,2026-08-18,0,0,,0,,1,"[{""ts"":1787282780488}]","[""Must Know""]",,1787283359851
OOP,Pillars Of OOP,Abstraction,default & static methods in java 8,"<ul><li>Default methods are inherited by implementation classes to support backward compatibility, while static methods belong strictly to the interface and cannot be overridden</li><li><strong>Key Differences</strong><ul><li><strong>Instance vs. Class: </strong>Default methods require an object instance to run. Static methods are called directly using the interface name</li><li><strong>Inheritance:</strong> Default methods are inherited by classes and can be overridden. Static methods are not inherited by implementation classes or subclasses</li><li><strong>Multiple Inheritance Conflict:</strong> If a class implements two interfaces with the exact same default method, the class must override and resolve the conflict. This is not an issue for static methods because they are never inherited</li></ul></li></ul>",true,false,false,false,false,false,false,,0,1,0,3,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Pillars Of OOP,Abstraction,"static, final and private methods",,false,true,false,false,false,false,false,,0,1,0,3,2026-08-18,0,0,,0,,1,"[{""ts"":1787282780488}]",,,1787282780488
OOP,Pillars Of OOP,Abstraction,Explain how abstraction promotes loose coupling and reducing tight coupling,,false,false,false,false,false,true,false,,0,1,0,3,2026-08-19,0,0,,1,"[{""ts"":1787282780488}]",0,,,,1787282780488
OOP,Pillars Of OOP,Abstraction,Explain loose coupling with dependency injection using payment processor and notification system,,true,false,false,false,false,false,false,,0,1,0,3,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,"[""Must Know""]",,1787283371912
OOP,Pillars Of OOP,Inheritance,Definition,"<ul><li>Inheritance means, Deriving a class from existing base class</li><li>Derived class reuses properties and methods of an existing class</li><li><strong>""is-a"" relationship</strong> (like a Dog ""is-a"" Animal)</li></ul>",true,false,false,false,false,false,false,,0,1,0,4,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Pillars Of OOP,Inheritance,Parent child analogy,,true,false,false,false,false,false,false,,0,1,0,4,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Pillars Of OOP,Inheritance,What relationship does inheritance form,,true,false,false,false,false,false,false,,0,1,0,4,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Pillars Of OOP,Inheritance,Why do we need Inheritance & One Major Drawback,,true,false,false,false,false,false,false,,0,1,0,4,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,"[""Must Know""]",,1787283381031
OOP,Pillars Of OOP,Inheritance,Types,,false,true,false,false,false,false,false,,0,1,0,4,2026-08-18,0,0,,0,,1,"[{""ts"":1787282780488}]",,,1787282780488
OOP,Pillars Of OOP,Inheritance,Diamond problem,"<ul><li>due to multiple inheritence when B,C extends A and again D extends B,C resolved with default interface method</li></ul>",true,false,false,false,false,false,false,,0,1,0,4,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Pillars Of OOP,Inheritance,How multiple inheritance resolved in java,• Explain,true,false,false,false,false,false,false,,0,1,0,4,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Pillars Of OOP,Inheritance,Two interfaces have the same default method. How do you resolve it?,,true,false,false,false,false,false,false,,0,1,0,4,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,"[""Must Know""]",,1787283391343
OOP,Pillars Of OOP,Inheritance,What is another way of using inheritance is called?,,true,false,false,false,false,false,false,,0,1,0,4,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Pillars Of OOP,Inheritance,Another way of using inheritance based on what condition? What relationship does it form?,,false,true,false,false,false,false,false,,0,1,0,4,2026-08-18,0,0,,0,,1,"[{""ts"":1787282780488}]","[""Must Know""]",,1787283403191
OOP,Pillars Of OOP,Polymorphism,Definition,"<ul><li>Polymorphism means ""many forms""</li><li>Static/dynamic Binding or Static / Runtime Polymorphism also called Dynamic Method Dispatch Example - Method overloading(static) / overriding(dynamic/runtime)</li></ul>",true,false,false,false,false,false,false,,0,1,0,5,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Pillars Of OOP,Polymorphism,Static — Compile-time — method overloading vs Dynamic — Runtime — overriding,,true,false,false,false,false,false,false,,0,1,0,5,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,"[""Must Know""]",,1787283913851
OOP,Pillars Of OOP,Polymorphism,overloading vs overriding,"<ul><li>Overloading is about having multiple methods with the same name but different parameters within the same class, whereas overriding is a child class redefining a method from its parent class with the exact same signature</li><li>Overloading is resolved at compile time, while overriding is resolved at runtime based on the actual object type</li></ul>",true,false,false,false,false,false,false,,0,1,0,5,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Pillars Of OOP,Polymorphism,What are the rules for method overriding?,"• Same Method Signature • Inheritance Required • Compatible Return Type (same or covariant) • Equal or Broadened Access • Non-Overridable Methods ( private, static, or final )",true,false,false,false,false,false,false,,0,1,0,5,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,"[""Must Know""]",,1787283423081
OOP,Pillars Of OOP,Polymorphism,What are the rules regarding checked and unchecked exceptions in method overriding?,• Checked Exceptions ◦ Cannot declare broader or new checked exceptions ◦ Can declare narrower checked exceptions ◦ Can declare fewer or no checked exceptions ◦ Parent declares no checked exceptions • Unchecked Exceptions ◦ No restrictions ◦ Flexibility,false,true,false,false,false,false,false,,0,1,0,5,2026-08-18,0,0,,0,,1,"[{""ts"":1787282780488}]",,,1787282780488
OOP,Pillars Of OOP,Polymorphism,when is method overriding vs method hiding applicable,,true,false,false,false,false,false,false,,0,1,0,5,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Relationship,Association,Definition,"<ul><li>relationship between the objects - 1-1, 1-M, M-M, M-1</li></ul>",false,false,false,false,false,true,false,,0,1,0,6,2026-08-18,0,0,,1,"[{""ts"":1787282780488}]",0,,"[""Must Know""]",,1787283931084
OOP,Relationship,Aggregation,Definition,<ul><li>( HAS-A ) - object contains other objects as a part of its state - weak relationship between objects - inheritence (IS-A)</li></ul>,false,false,false,false,false,true,false,,0,1,0,7,2026-08-18,0,0,,1,"[{""ts"":1787282780488}]",0,,"[""Must Know""]",,1787283937243
OOP,Relationship,Composition,Definition,"<ul><li>strong relationship between the containing object - If you delete the parent object, all the child objects will be deleted automatically.</li></ul>",false,false,false,false,false,true,false,,0,1,0,8,2026-08-18,0,0,,1,"[{""ts"":1787282780488}]",0,,"[""Must Know""]",,1787283942980
OOP,Relationship,Composition,What relationship does Composition form,,false,false,false,false,false,true,false,,0,1,0,8,2026-08-18,0,0,,1,"[{""ts"":1787282780488}]",0,,,,1787282780488
OOP,Relationship,Composition,Inheritance vs Composition,,false,false,false,false,false,true,false,,0,1,0,8,2026-08-18,0,0,,1,"[{""ts"":1787282780488}]",0,,,,1787282780488
OOP,Relationship,Composition,How will you choose Inheritance or Composition,,false,false,false,false,false,true,false,,0,1,0,8,2026-08-18,0,0,,1,"[{""ts"":1787282780488}]",0,,,,1787282780488
OOP,Relationship,Composition,Explain benefit of Composition over Inheritance with a use case,• Department class getListOfEmployees where Employee class extended as PermanantEmployees / ContractEmployees also can be accomodated,false,false,false,false,false,true,false,,0,1,0,8,2026-08-18,0,0,,1,"[{""ts"":1787282780488}]",0,,"[""Must Know""]",,1787283432632
OOP,Relationship,Cohesion,"Definition — What, When, Where, Why & How",<ul><li>component which performs a single well-defined task - java.io vs java.util</li></ul>,true,false,false,false,false,false,false,,0,1,0,9,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,"[""Must Know""]",,1787283954612
OOP,Relationship,Coupling,"Definition — What, When, Where, Why & How",<ul><li>dependencies btwn object - (interfaces) loosly / (access modifier) tightly coupled</li></ul>,true,false,false,false,false,false,false,,0,1,0,10,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,"[""Must Know""]",,1787283961109
OOP,General,Misc,Constructor vs Method,,true,false,false,false,false,false,false,,0,1,0,21,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,"[""Must Know""]",,1787284072007
OOP,General,Misc,Constructor Chaining (this() vs super()),,false,false,false,false,false,true,false,,0,1,0,21,2026-08-18,0,0,,1,"[{""ts"":1787282780488}]",0,,,,1787282780488
OOP,General,Misc,this vs super,"<ul><li><strong>this : </strong>reference variable to current object</li><li><strong>super : </strong>Mostly used for, Calling constructor of a abstract class</li><li>Also used in accessing parent property and overriding default methods</li></ul>",true,false,false,false,false,false,false,,0,1,0,21,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,General,Misc,Functional Interface,,true,false,false,false,false,false,false,,0,1,0,21,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,"[""Must Know""]",,1787284075782
OOP,General,Misc,Marker Interface,,true,false,false,false,false,false,false,,0,1,0,21,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,"[""Must Know""]",,1787284079457
OOP,General,Misc,Final Class vs Final Method vs Final Variable,,true,false,false,false,false,false,false,,0,1,0,21,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,"[""Must Know""]",,1787284082623
OOP,General,Nested Classes,Definition,,false,false,false,false,false,true,false,,0,1,0,12,2026-08-18,0,0,,1,"[{""ts"":1787282780488}]",0,,,,1787282780488
OOP,General,Nested Classes,"Types — What, When, Where, Why & How",,false,false,false,false,false,true,false,,0,1,0,12,2026-08-18,0,0,,1,"[{""ts"":1787282780488}]",0,,"[""Must Know""]",,1787283441745
OOP,Design,SOLID,Explain with examples,,false,true,false,false,false,false,false,,0,1,0,13,2026-08-18,0,0,,0,,1,"[{""ts"":1787282780488}]","[""Must Know""]",,1787283977446
OOP,Design,GOF,Definition,,true,false,false,false,false,false,false,,0,1,0,14,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Design,GOF,All categories — List down types for each,,true,false,false,false,false,false,false,,0,1,0,14,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,"[""Must Know""]",,1787284057830
OOP,Design,GOF,"Example implementation for,",• Creational ◦ Singleton ◦ Factory ◦ Builder • Structural ◦ Adapter ◦ Facade ◦ Proxy • Behavioural ◦ Observer ◦ Strategy ◦ Template Method (Example — validation using interface & abstract),false,false,false,false,false,true,false,,0,1,0,14,2026-08-18,0,0,,1,"[{""ts"":1787282780488}]",0,,"[""Must Know""]",,1787283452829
OOP,Scenario Based,Scenario Based,"Interface or Abstract Class, which would you choose for a payment system?",,true,false,false,false,false,false,false,,0,1,0,15,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Scenario Based,Scenario Based,"Inheritance or Composition, which is better and why?",,true,false,false,false,false,false,false,,0,1,0,15,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Scenario Based,Scenario Based,"How would you design a notification framework supporting Email, SMS, Push, WhatsApp?",,true,false,false,false,false,false,false,,0,1,0,15,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Scenario Based,Scenario Based,Explain Parent obj = new Child();. Which methods and variables are accessible?,,true,false,false,false,false,false,false,,0,1,0,15,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Scenario Based,Scenario Based,Explain Dynamic Method Dispatch internally.,,false,false,false,false,false,true,false,,0,1,0,15,2026-08-18,0,0,,1,"[{""ts"":1787282780488}]",0,,,,1787282780488
OOP,Scenario Based,Scenario Based,Why is programming to interfaces considered a best practice?,,true,false,false,false,false,false,false,,0,1,0,15,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Scenario Based,Scenario Based,Refactor a tightly coupled design into a loosely coupled one.,,true,false,false,false,false,false,false,,0,1,0,15,2026-08-18,1,1,"[{""ts"":1787282780488}]",0,,0,,,,1787282780488
OOP,Scenario Based,Scenario Based,Design a plugin architecture using OOP principles.,,false,false,false,false,false,true,false,,0,1,0,15,2026-08-18,0,0,,1,"[{""ts"":1787282780488}]",0,,,,1787282780488
OOP,Scenario Based,Scenario Based,A class has 15 constructor parameters. How would you redesign it?,,false,true,false,false,false,false,false,,0,1,0,15,2026-08-18,0,0,,0,,1,"[{""ts"":1787282780488}]",,,1787282780488
OOP,Scenario Based,Scenario Based,How would you model a payment gateway using abstraction and polymorphism?,,false,false,false,false,false,true,false,,0,1,0,15,2026-08-18,0,0,,1,"[{""ts"":1787282780488}]",0,,,,1787282780488
OOP,Scenario Based,Scenario Based,Explain a real production example where composition helped more than inheritance.,,false,true,false,false,false,false,false,,0,1,0,15,2026-08-18,0,0,,0,,1,"[{""ts"":1787282780488}]",,,1787282780488
CORE JAVA,General,General,Features of Java,,false,false,false,false,false,false,false,,0,2,1,0,,0,0,,0,,0,,,,1787282780488
CORE JAVA,JVM,JVM,JDK architecture,,false,false,false,false,false,false,false,,0,2,1,1,,0,0,,0,,0,,,,1787282780488
CORE JAVA,JVM,JVM,How java code is executed,,false,false,false,false,false,false,false,,0,2,1,1,,0,0,,0,,0,,,,1787282780488
CORE JAVA,JVM,JVM,JVM Architecture,,false,false,false,false,false,false,false,,0,2,1,1,,0,0,,0,,0,,,,1787282780488
CORE JAVA,JVM,JVM,Explain each JVM sections and its components role,,false,false,false,false,false,false,false,,0,2,1,1,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,"Explain JVM memory structure (Heap, Stack, Metaspace)",,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,Heap vs Stack vs Metaspace,,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,"Deep dive: Heap Memory (Eden, S0, S1, Tenured)",,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,Explain object life cycle,,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,"What are the reference types (Strong, Soft, Weak, Phantom)",,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,What is Garbage collection,,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,What is GC Roots & Reachability?,,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,What is STW (Stop-The-World)?,,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,What is Mark & Sweep & Concurrent Mark & Sweep?,,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,"List all GC events, when & why it happens (Minor, Major, Full GC)",,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,"List all GC algorithms, Goal, Characteristics & JVM flags",,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,G1 vs Parallel GC,,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,Why G1 is preferred? (Fragmented GC & Region-based memory),,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,Can we force GC?,,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,What is memory leaks & when does it occur,,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,What is OutOfMemoryError & when does it occur,,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,Heap Dump vs Thread Dump,,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,"Have you used any JVM dump / monitoring tools? (JVisualVM, JConsole, Eclipse MAT, JMC)",,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,"How will you troubleshoot OutOfMemoryError in production (Heap Dump, Thread Dump, GC Logs, Tools)",,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Garbage Collection & Memory Management,Garbage Collection & Memory Management,Have you done JVM tuning in real time?,,false,false,false,false,false,false,false,,0,2,1,2,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Exception Diagram (Throwable hierarchy),,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Exception vs Error vs Throwable,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Checked vs Unchecked Exception,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,FileNotFoundException type,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,try_catch_finally flow,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Multi-catch (Handling multiple types),,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Order of exception hierarchy and catch order,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Return in try vs finally,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Can we stop finally block from executing?,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Exception propagation (Delegating to caller),,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Stack unwinding,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,throw vs throws,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Chained exceptions,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Suppressed exceptions,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Try-with-resources,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Custom exceptions (Exception vs RuntimeException),,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Exception handling with method overriding,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,StackOverflowError vs OutOfMemoryError,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,ConcurrentModificationException,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Design patterns in exception handling,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Exception handling best practices,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,How to handle custom exceptions in Spring Boot,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,@ExceptionHandler vs @ControllerAdvice,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Transaction rollback and exceptions,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
CORE JAVA,Error & Exception,Error & Exception,Exception handling in CompletableFuture,,false,false,false,false,false,false,false,,0,2,1,3,,0,0,,0,,0,,,,1787282780488
