Subject,Topic,Question,Answer
KAFKA,Performance & Optimization,- **Consumer lag monitoring. Alerting thresholds?**,
KAFKA,Performance & Optimization,"- **Broker performance tuning. num.network.threads, num.io.threads?**",
KAFKA,Performance & Optimization,"- **JVM tuning for Kafka. Heap size, GC settings?**",
KAFKA,Performance & Optimization,- **Log cleanup performance. log.cleanup.policy impact?**,
KAFKA,Monitoring & Operations,"- **JMX metrics. Producer, consumer, broker metrics?**",
KAFKA,Monitoring & Operations,- **Lag monitoring. Consumer lag per partition?**,
KAFKA,Monitoring & Operations,"- **Broker metrics. ISR shrinkage, under-replicated partitions?**",
KAFKA,Monitoring & Operations,- **Alerting strategy. Critical metrics?**,
KAFKA,Monitoring & Operations,- **Log analysis. Error patterns in Kafka logs?**,
KAFKA,Monitoring & Operations,"- **Cluster health checks. Leader elections, controller issues?**",
KAFKA,Monitoring & Operations,"- **Capacity planning. Disk space, network, CPU forecasting?**",
KAFKA,Monitoring & Operations,- **Rolling updates. Zero-downtime broker upgrades?**,
KAFKA,Monitoring & Operations,"- **Scaling brokers. Adding brokers, leadership distribution?**",
KAFKA,Monitoring & Operations,- **Decommissioning brokers. Data migration?**,
KAFKA,Kafka Streams,- **Stream vs KStream vs KTable vs GlobalKTable?**,
KAFKA,Kafka Streams,"- **Stateless operations: map, filter, branch?**",
KAFKA,Kafka Streams,"- **Stateful operations: aggregate, reduce. State store?**",
KAFKA,Kafka Streams,"- **Windowing: tumbling, hopping, session, grace period?**",
KAFKA,Kafka Streams,"- **Join operations: KStream-KStream, KStream-KTable, KTable-KTable?**",
KAFKA,Kafka Streams,- **Interactive queries. Querying state stores?**,
KAFKA,Kafka Streams,- **Exactly-once processing. Transactional state store updates?**,
KAFKA,Kafka Streams,- **Stream topology. Parallelism vs DAG structure?**,
KAFKA,Kafka Streams,- **Processor API vs DSL. When each?**,
KAFKA,Kafka Streams,- **Custom processors. Stateful processors?**,
KAFKA,Kafka Streams,- **Reprocessing. Resetting application state?**,
KAFKA,Kafka Streams,- **Changelog topics. Restore from failure?**,
KAFKA,Schema & Data Governance,"- **Confluent Schema Registry. Schema versioning, compatibility?**",
KAFKA,Schema & Data Governance,"- **Compatibility modes: backward, forward, full, transitive?**",
KAFKA,Schema & Data Governance,- **Avro schema evolution. Breaking changes?**,
KAFKA,Schema & Data Governance,- **Subject naming strategies. TopicNameStrategy vs RecordNameStrategy?**,
KAFKA,Schema & Data Governance,- **Schema validation at producer level. Enforcement?**,
KAFKA,Schema & Data Governance,- **Default values in schema. Evolution strategy?**,
KAFKA,Schema & Data Governance,- **Protobuf vs Avro vs JSON Schema. When each?**,
KAFKA,Schema & Data Governance,- **Data lineage. Schema-driven data governance?**,
KAFKA,Multi-Tenancy & Security,- **Multi-tenancy patterns. Shared cluster vs dedicated clusters?**,
KAFKA,Multi-Tenancy & Security,- **Topic isolation. RBAC (Role-Based Access Control)?**,
KAFKA,Multi-Tenancy & Security,- **SASL authentication. PLAIN vs SCRAM vs OAUTHBEARER?**,
KAFKA,Multi-Tenancy & Security,"- **mTLS encryption. Broker-to-broker, client-to-broker?**",
KAFKA,Multi-Tenancy & Security,- **Authorization. ACL (Access Control List) management?**,
KAFKA,Multi-Tenancy & Security,- **Inter-broker communication security. security.protocol?**,
KAFKA,Multi-Tenancy & Security,- **Audit logging. Who accessed what topic?**,
KAFKA,Multi-Tenancy & Security,- **Data encryption at rest. Transparent data encryption?**,
KAFKA,Multi-Tenancy & Security,- **Key management service (KMS) integration?**,
KAFKA,Disaster Recovery & HA,- **Backup strategy. Broker failure recovery?**,
KAFKA,Disaster Recovery & HA,- **Replication quorum. Fault tolerance formula?**,
KAFKA,Disaster Recovery & HA,- **Unclean leader election. Data loss vs availability trade-off?**,
KAFKA,Disaster Recovery & HA,- **Controller failure. Recovery mechanism?**,
KAFKA,Disaster Recovery & HA,- **Cluster failover. Multi-region setup?**,
KAFKA,Disaster Recovery & HA,- **Data replication cross-region. Mirroring tools?**,
KAFKA,Disaster Recovery & HA,- **MirrorMaker. Topic replication to secondary cluster?**,
KAFKA,Disaster Recovery & HA,- **RTO & RPO. Recovery objectives for production?**,
KAFKA,Disaster Recovery & HA,- **Chaos engineering. Failure simulation?**,
KAFKA,Integration Patterns,- **CDC (Change Data Capture). Capturing database changes to Kafka?**,
KAFKA,Integration Patterns,- **Debezium connectors. Real-time data sync?**,
KAFKA,Integration Patterns,"- **Kafka Connect. Connector framework, transformations?**",
KAFKA,Integration Patterns,- **Source connectors. Data ingestion into Kafka?**,
KAFKA,Integration Patterns,- **Sink connectors. Kafka to external systems?**,
KAFKA,Integration Patterns,- **Exactly-once delivery connectors. Idempotent sinks?**,
KAFKA,Integration Patterns,- **SMTs (Single Message Transforms). Data transformation?**,
KAFKA,Integration Patterns,"- **Distributed connect cluster. Scaling, high availability?**",
