Subject,Topic,Question,Answer
GRAPHQL,Subscriptions & Real-Time,- **Backpressure. Managing subscription data flow?**,
GRAPHQL,Subscriptions & Real-Time,- **Reconnection logic. Client recovery from disconnect?**,
GRAPHQL,Subscriptions & Real-Time,- **Heartbeat. Connection keep-alive?**,
GRAPHQL,Type System & Validation,- **Input validation. Type system validation?**,
GRAPHQL,Type System & Validation,- **Custom scalars. Serialization & deserialization?**,
GRAPHQL,Type System & Validation,- **Scalar serialization. Converting values to wire format?**,
GRAPHQL,Type System & Validation,- **Scalar parsing. Parsing input values?**,
GRAPHQL,Type System & Validation,- **Enum validation. Restricted value sets?**,
GRAPHQL,Type System & Validation,- **List validation. Array element validation?**,
GRAPHQL,Type System & Validation,- **Input object validation. Nested input structure?**,
GRAPHQL,Type System & Validation,"- **Directive validation. @deprecated, custom directives?**",
GRAPHQL,Type System & Validation,- **Validation rules. GraphQL spec compliance?**,
GRAPHQL,Type System & Validation,- **Custom validation. Domain-specific rules?**,
GRAPHQL,Authorization & Security,- **Authorization vs Authentication. Permission enforcement?**,
GRAPHQL,Authorization & Security,- **Field-level authorization. Per-field permission checks?**,
GRAPHQL,Authorization & Security,"- **Directive-based auth. @auth, @requiresRole directives?**",
GRAPHQL,Authorization & Security,- **Resolver-level auth. Permission checks in resolver?**,
GRAPHQL,Authorization & Security,- **Query-level auth. Entire query authorization?**,
GRAPHQL,Authorization & Security,- **Role-based access control (RBAC). User role mapping?**,
GRAPHQL,Authorization & Security,- **Attribute-based access control (ABAC). Complex policy rules?**,
GRAPHQL,Authorization & Security,- **Data masking. Hiding sensitive fields?**,
GRAPHQL,Authorization & Security,- **Row-level security. Record-level authorization?**,
GRAPHQL,Authorization & Security,- **Mutation authorization. Who can modify data?**,
GRAPHQL,Authorization & Security,- **Introspection protection. Disabling schema introspection?**,
GRAPHQL,Authorization & Security,- **Preventing query introspection. Security through obscurity?**,
GRAPHQL,Authorization & Security,- **JWT authentication. Token-based user identification?**,
GRAPHQL,Authorization & Security,- **OAuth2 integration. Third-party authorization?**,
GRAPHQL,Error Handling,- **GraphQL errors. Error format specification?**,
GRAPHQL,Error Handling,- **Error path. Location of error in query?**,
GRAPHQL,Error Handling,- **Error extensions. Custom error metadata?**,
GRAPHQL,Error Handling,- **Resolver error handling. try-catch in resolvers?**,
GRAPHQL,Error Handling,- **Partial success. Returning data alongside errors?**,
GRAPHQL,Error Handling,- **Error propagation. Bubbling errors up the tree?**,
GRAPHQL,Error Handling,- **Field error vs request error. Error scope?**,
GRAPHQL,Error Handling,- **Error logging. Debugging & monitoring?**,
GRAPHQL,Error Handling,- **Custom error types. Domain-specific error handling?**,
GRAPHQL,Error Handling,- **Null vs error distinction. Missing vs invalid field?**,
GRAPHQL,Federation & Microservices,- **Apollo Federation. Distributed schema architecture?**,
GRAPHQL,Federation & Microservices,- **Subgraph. Federated schema component?**,
GRAPHQL,Federation & Microservices,- **Apollo Gateway. Schema composition & routing?**,
GRAPHQL,Federation & Microservices,- **Entity type. Federated type reference?**,
GRAPHQL,Federation & Microservices,- **Reference resolver. Fetching entity by foreign key?**,
GRAPHQL,Federation & Microservices,- **Service mesh integration. Federation on microservices?**,
GRAPHQL,Federation & Microservices,- **Cross-service communication. Reference resolution?**,
GRAPHQL,Federation & Microservices,- **Type composition. Extending types across services?**,
GRAPHQL,Federation & Microservices,- **Field ownership. Type-service mapping?**,
GRAPHQL,Federation & Microservices,- **Managed federation. Apollo Studio managed federation?**,
GRAPHQL,Federation & Microservices,- **Self-managed federation. Custom gateway implementation?**,
GRAPHQL,Federation & Microservices,- **Versioning. Backward compatibility in federation?**,
GRAPHQL,Caching Strategies,- **HTTP caching. Cache-Control headers in GraphQL?**,
GRAPHQL,Caching Strategies,"- **Cache-Control directives. public, private, max-age?**",
GRAPHQL,Caching Strategies,- **CDN caching. Public query caching?**,
GRAPHQL,Caching Strategies,- **Field-level cache hints. @cacheControl directive?**,
GRAPHQL,Caching Strategies,- **Query-level caching. Entire query caching?**,
GRAPHQL,Caching Strategies,- **Redis caching. Distributed cache backend?**,
GRAPHQL,Caching Strategies,- **Cache invalidation. Invalidating stale data?**,
GRAPHQL,Caching Strategies,- **Partial cache hits. Merging cached & fresh data?**,
GRAPHQL,Caching Strategies,- **Cache busting. Versioning queries?**,
GRAPHQL,Testing,- **Query testing. Testing GraphQL queries?**,
GRAPHQL,Testing,- **Mutation testing. Testing data modifications?**,
GRAPHQL,Testing,- **Resolver testing. Unit testing resolvers?**,
GRAPHQL,Testing,- **Mock server. Testing without backend?**,
GRAPHQL,Testing,"- **GraphQL testing tools: Apollo Client Testing, jest-mock-graphql?**",
GRAPHQL,Testing,- **Integration testing. End-to-end testing?**,
GRAPHQL,Testing,- **Snapshot testing. Query response validation?**,
GRAPHQL,Testing,- **E2E testing. Full stack testing?**,
GRAPHQL,Monitoring & Observability,- **Query monitoring. Tracking query performance?**,
GRAPHQL,Monitoring & Observability,- **Resolver metrics. Per-field performance?**,
GRAPHQL,Monitoring & Observability,- **Latency tracking. Query execution time?**,
GRAPHQL,Monitoring & Observability,- **Error tracking. Error rate monitoring?**,
GRAPHQL,Monitoring & Observability,- **Apollo Metrics. Built-in GraphQL metrics?**,
GRAPHQL,Monitoring & Observability,- **APM integration. Tracing resolvers?**,
GRAPHQL,Monitoring & Observability,- **Query sampling. Selective tracing?**,
GRAPHQL,Monitoring & Observability,- **Performance budgeting. Query cost limits?**,
GRAPHQL,Monitoring & Observability,- **Slow query detection. Identifying expensive queries?**,
GRAPHQL,Monitoring & Observability,- **DataLoader metrics. Batch size tracking?**,
GRAPHQL,Advanced Features & Tools,- **Directives. Schema & query customization?**,
GRAPHQL,Advanced Features & Tools,- **@deprecated. Marking obsolete fields?**,
GRAPHQL,Advanced Features & Tools,- **@skip & @include. Conditional field inclusion?**,
GRAPHQL,Advanced Features & Tools,- **Custom directives. Domain-specific directives?**,
GRAPHQL,Advanced Features & Tools,- **Directive composition. Combining directives?**,
GRAPHQL,Advanced Features & Tools,- **Apollo Client. GraphQL client library?**,
GRAPHQL,Advanced Features & Tools,- **Client caching. Apollo Client cache management?**,
GRAPHQL,Advanced Features & Tools,- **Optimistic UI. Optimistic updates in client?**,
GRAPHQL,Advanced Features & Tools,- **Query optimization. Apollo Client query optimization?**,
GRAPHQL,Advanced Features & Tools,- **Relay. Facebook's GraphQL client framework?**,
GRAPHQL,Advanced Features & Tools,- **Relay Modern. Current Relay implementation?**,
GRAPHQL,Advanced Features & Tools,- **Persisted queries. Query whitelisting?**,
GRAPHQL,Schema Evolution & Versioning,- **Backward compatibility. Breaking change prevention?**,
GRAPHQL,Schema Evolution & Versioning,- **Field deprecation. Phasing out fields?**,
GRAPHQL,Schema Evolution & Versioning,- **Type evolution. Adding new types?**,
GRAPHQL,Schema Evolution & Versioning,- **Argument evolution. Adding new arguments?**,
GRAPHQL,Schema Evolution & Versioning,- **Default values. Providing defaults for new arguments?**,
GRAPHQL,Schema Evolution & Versioning,- **Type migration. Moving from one type to another?**,
GRAPHQL,Schema Evolution & Versioning,- **Schema versioning. Supporting multiple schema versions?**,
GRAPHQL,Schema Evolution & Versioning,- **Changelog. Tracking schema changes?**,
GRAPHQL,Common Patterns & Anti-Patterns,- **Overfetching prevention. Clients fetch what they need?**,
GRAPHQL,Common Patterns & Anti-Patterns,- **Underfetching prevention. Single query for related data?**,
GRAPHQL,Common Patterns & Anti-Patterns,- **God resolver. Breaking down complex resolvers?**,
GRAPHQL,Common Patterns & Anti-Patterns,- **Circular dependencies. Query cycles?**,
GRAPHQL,Common Patterns & Anti-Patterns,- **Mutation naming. Naming convention best practice?**,
GRAPHQL,Common Patterns & Anti-Patterns,- **Batch mutation. Handling multiple mutations?**,
GRAPHQL,Common Patterns & Anti-Patterns,- **Global object ID. Using relay global object ID?**,
GRAPHQL,Common Patterns & Anti-Patterns,- **Batching N+1. Using DataLoader?**,
GRAPHQL,Common Patterns & Anti-Patterns,- **Resolver bloat. Logic organization?**,
