Subject,Topic,Question,Answer
ELASTICSEARCH,Aggregations,- **Composite aggregation. Pagination of buckets?**,
ELASTICSEARCH,Aggregations,- **Top hits. Returning documents per bucket?**,
ELASTICSEARCH,Aggregations,- **Significant terms. Finding statistically significant terms?**,
ELASTICSEARCH,Aggregations,- **Filter aggregation. Conditional aggregation buckets?**,
ELASTICSEARCH,Aggregations,- **Sampler aggregation. Subset aggregations for large datasets?**,
ELASTICSEARCH,Performance & Optimization,- **Shard count optimization. Too many vs too few shards?**,
ELASTICSEARCH,Performance & Optimization,- **Replica count. Availability vs storage cost?**,
ELASTICSEARCH,Performance & Optimization,"- **Refresh interval. Segment merging, search latency vs indexing throughput?**",
ELASTICSEARCH,Performance & Optimization,"- **Flush interval. fsync cost, durability timing?**",
ELASTICSEARCH,Performance & Optimization,- **Merge policy. Segment optimization?**,
ELASTICSEARCH,Performance & Optimization,"- **Index codec. Compression algorithm (deflate, lz4, zstd)?**",
ELASTICSEARCH,Performance & Optimization,- **Query optimization. Avoiding expensive queries?**,
ELASTICSEARCH,Performance & Optimization,- **Readonly index. Optimizing for read-only shards?**,
ELASTICSEARCH,Performance & Optimization,- **Frozen tier. Searchable snapshots for cold data?**,
ELASTICSEARCH,Performance & Optimization,- **Cache warming. Pre-loading frequently accessed data?**,
ELASTICSEARCH,Performance & Optimization,- **Filter cache. Bitset caching for filters?**,
ELASTICSEARCH,Performance & Optimization,- **Query cache. Caching entire query results?**,
ELASTICSEARCH,Performance & Optimization,"- **Fielddata cache. Memory usage for sorting, aggregations?**",
ELASTICSEARCH,Performance & Optimization,- **Fielddata circuit breaker. Preventing OOM?**,
ELASTICSEARCH,Performance & Optimization,"- **Heap size tuning. 50% rule, GC impact?**",
ELASTICSEARCH,Performance & Optimization,- **JVM GC optimization. G1GC vs CMS?**,
ELASTICSEARCH,Performance & Optimization,- **Bulk API. Batch indexing for throughput?**,
ELASTICSEARCH,Performance & Optimization,- **Bulk size tuning. Memory vs throughput?**,
ELASTICSEARCH,Performance & Optimization,- **Indexing parallelism. Number of bulk requests?**,
ELASTICSEARCH,Cluster Management,"- **Cluster state. Node discovery, shard allocation?**",
ELASTICSEARCH,Cluster Management,"- **Shard allocation awareness. Zone awareness, rack awareness?**",
ELASTICSEARCH,Cluster Management,- **Hot-warm architecture. Separating hot and warm nodes?**,
ELASTICSEARCH,Cluster Management,- **Hot-warm-cold architecture. Data tiering?**,
ELASTICSEARCH,Cluster Management,- **Searchable snapshots. Cold tier optimization?**,
ELASTICSEARCH,Cluster Management,- **Shard allocation filtering. Node attribute filtering?**,
ELASTICSEARCH,Cluster Management,- **Forced awareness. Forcing redundancy across zones?**,
ELASTICSEARCH,Cluster Management,- **Disk threshold watermarks. Disk space limits?**,
ELASTICSEARCH,Cluster Management,- **Flood stage. Preventing disk full?**,
ELASTICSEARCH,Cluster Management,- **Unassigned shards. Causes and recovery?**,
ELASTICSEARCH,Cluster Management,- **Cluster rebalancing. Shard movement cost?**,
ELASTICSEARCH,Cluster Management,- **Rolling restart. Zero-downtime upgrades?**,
ELASTICSEARCH,Cluster Management,- **Blue-green deployment. Testing cluster upgrade?**,
ELASTICSEARCH,Snapshots & Backups,- **Snapshot repository. Backup storage location?**,
ELASTICSEARCH,Snapshots & Backups,"- **Repository types: S3, GCS, Azure, Shared filesystem?**",
ELASTICSEARCH,Snapshots & Backups,- **Snapshot creation. Full vs incremental?**,
ELASTICSEARCH,Snapshots & Backups,- **Snapshot retention. Automated cleanup policies?**,
ELASTICSEARCH,Snapshots & Backups,"- **Restore operation. Restoring indexes, mappings, settings?**",
ELASTICSEARCH,Snapshots & Backups,- **Partial restore. Selective recovery?**,
ELASTICSEARCH,Snapshots & Backups,- **Backup automation. Scheduled snapshots?**,
ELASTICSEARCH,Snapshots & Backups,- **Disaster recovery. RTO & RPO planning?**,
ELASTICSEARCH,Snapshots & Backups,- **Cross-cluster replication. Secondary cluster backup?**,
ELASTICSEARCH,Monitoring & Observability,"- **Cluster health API. Green, yellow, red states?**",
ELASTICSEARCH,Monitoring & Observability,"- **Index stats. Indexing rate, search rate, merge activity?**",
ELASTICSEARCH,Monitoring & Observability,"- **Node stats. Memory, CPU, disk usage?**",
ELASTICSEARCH,Monitoring & Observability,"- **JVM monitoring. Heap usage, GC pauses?**",
ELASTICSEARCH,Monitoring & Observability,- **Slow query log. Identifying expensive queries?**,
ELASTICSEARCH,Monitoring & Observability,- **Index slow log. Identifying slow indexing?**,
ELASTICSEARCH,Monitoring & Observability,- **Metrics monitoring. Prometheus integration?**,
ELASTICSEARCH,Monitoring & Observability,- **APM integration. Tracing search operations?**,
ELASTICSEARCH,Monitoring & Observability,- **Alerting. Critical metrics to monitor?**,
ELASTICSEARCH,Monitoring & Observability,- **Diagnostic bundle. Cluster health snapshots?**,
ELASTICSEARCH,Security & Access Control,"- **Authentication. Native realms, LDAP, SAML, OIDC?**",
ELASTICSEARCH,Security & Access Control,"- **Authorization. Role-based access, document-level security?**",
ELASTICSEARCH,Security & Access Control,- **Document-level security (DLS). Query-time filtering?**,
ELASTICSEARCH,Security & Access Control,- **Field-level security (FLS). Field masking per role?**,
ELASTICSEARCH,Security & Access Control,- **API keys. Authentication for applications?**,
ELASTICSEARCH,Security & Access Control,"- **Token authentication. JWT, SAML tokens?**",
ELASTICSEARCH,Security & Access Control,- **SSL/TLS. Encryption in transit?**,
ELASTICSEARCH,Security & Access Control,- **Encryption at rest. Node-level encryption?**,
ELASTICSEARCH,Security & Access Control,- **Audit logging. Security event tracking?**,
ELASTICSEARCH,Elasticsearch in Production,"- **Cluster sizing. Node count, hardware specifications?**",
ELASTICSEARCH,Elasticsearch in Production,"- **Capacity planning. Growth forecasting, disk space?**",
ELASTICSEARCH,Elasticsearch in Production,- **Index naming. Date-based indexing for log analytics?**,
ELASTICSEARCH,Elasticsearch in Production,"- **Log analysis. ELK stack (Elasticsearch, Logstash, Kibana)?**",
ELASTICSEARCH,Elasticsearch in Production,- **Alerting. Elastic alerting framework?**,
ELASTICSEARCH,Elasticsearch in Production,- **Beats. Lightweight data collectors for metrics?**,
ELASTICSEARCH,Elasticsearch in Production,- **Logstash. Log shipping and transformation?**,
ELASTICSEARCH,Elasticsearch in Production,- **Kibana. Visualization and exploration?**,
ELASTICSEARCH,Advanced Features,- **Cross-cluster search (CCS). Searching multiple clusters?**,
ELASTICSEARCH,Advanced Features,- **Cross-cluster replication (CCR). Replication without snapshots?**,
ELASTICSEARCH,Advanced Features,"- **Machine learning. Anomaly detection, forecasting?**",
ELASTICSEARCH,Advanced Features,- **Anomaly detection. Identifying unusual patterns?**,
ELASTICSEARCH,Advanced Features,- **Forecasting. Time-series prediction?**,
ELASTICSEARCH,Advanced Features,- **Canvas. Custom dashboards beyond Kibana?**,
ELASTICSEARCH,Advanced Features,- **Alerting. Complex alerting rules?**,
ELASTICSEARCH,Advanced Features,- **Rules. Scheduled rules for automation?**,
ELASTICSEARCH,Advanced Features,- **Connectors. Integration with external systems?**,
ELASTICSEARCH,Troubleshooting & Edge Cases,- **Split-brain scenario. Cluster partitioning?**,
ELASTICSEARCH,Troubleshooting & Edge Cases,- **Shard allocation failures. Debugging reasons?**,
ELASTICSEARCH,Troubleshooting & Edge Cases,- **Yellow cluster. Replica shard allocation issues?**,
ELASTICSEARCH,Troubleshooting & Edge Cases,- **Red cluster. Primary shard loss. Recovery?**,
ELASTICSEARCH,Troubleshooting & Edge Cases,"- **Out of memory errors. Fielddata, query cache?**",
ELASTICSEARCH,Troubleshooting & Edge Cases,- **Circuit breaker exceptions. Preventing OOM?**,
ELASTICSEARCH,Troubleshooting & Edge Cases,- **Slow cluster performance. Diagnostic approach?**,
ELASTICSEARCH,Troubleshooting & Edge Cases,- **Disk space running out. Emergency measures?**,
ELASTICSEARCH,Troubleshooting & Edge Cases,"- **Unrecoverable cluster. Force allocation, index recovery?**",
