Subject,Topic,Question,Answer
CORE JAVA,Error & Exception,Exception handling with method overriding,
CORE JAVA,Error & Exception,StackOverflowError vs OutOfMemoryError,
CORE JAVA,Error & Exception,ConcurrentModificationException,
CORE JAVA,Keywords & Modifiers,Call by Value vs Call by Reference in Java,
CORE JAVA,Keywords & Modifiers,"Access & Control Modifiers: private, static, final (variable, method, class)",
CORE JAVA,Keywords & Modifiers,"static - block, import, nested class",
CORE JAVA,Keywords & Modifiers,synchronized,
CORE JAVA,Keywords & Modifiers,volatile,
CORE JAVA,Keywords & Modifiers,transient,
CORE JAVA,Strings,Ways to create Strings in Java (Literals vs new String()),
CORE JAVA,Strings,"String s1=""abc"" vs String s2=new String(""abc""): Object creation & memory locations",
CORE JAVA,Strings,Stack vs Heap memory in Java,
CORE JAVA,Strings,String Pool & memory layout,
CORE JAVA,Strings,intern() method and String interning,
CORE JAVA,Strings,Immutability concepts: What is an immutable class?,
CORE JAVA,Strings,Why String is immutable,
CORE JAVA,Strings,Why String is final,
CORE JAVA,Strings,String hashCode caching & HashMap with String keys,
CORE JAVA,Strings,Password handling: String vs char[] (Security & memory considerations),
CORE JAVA,Strings,Object equality: == vs equals() vs compareTo(),
CORE JAVA,Strings,Things to consider when overriding/using equals() & hashCode(),
CORE JAVA,Strings,String concatenation internals: Compile-time vs runtime concatenation,
CORE JAVA,Strings,Why excessive String concatenation hurts performance,
CORE JAVA,Strings,"String vs StringBuilder vs StringBuffer (Mutable vs Immutable, Thread safety)",
CORE JAVA,Strings,"Creating custom immutable classes & handling mutability (Getter/Setter rules, defensive copying)",
CORE JAVA,Collection Framework,List vs Set vs Map vs Queue,
CORE JAVA,Collection Framework,Decision Flowchart: How to select the right Collection for real-world scenarios,
CORE JAVA,Collection Framework,Time Complexities of common collection operations,
CORE JAVA,Collection Framework,"ArrayList vs LinkedList (Internal workings, differences, and trade-offs)",
CORE JAVA,Collection Framework,"Default capacities: List (10), Map (16 buckets), Set (16 via internal HashMap)",
CORE JAVA,Collection Framework,HashSet internal working,
CORE JAVA,Collection Framework,HashMap vs HashSet (Difference and internal reliance),
CORE JAVA,Collection Framework,equals() vs hashCode() contract & hashing basics,
CORE JAVA,Collection Framework,What is a Hash Collision & Collision resolution techniques,
CORE JAVA,Collection Framework,"HashMap internal working (DSA basics, indexing, load factor, resizing, treeification)",
CORE JAVA,Collection Framework,HashMap vs LinkedHashMap vs TreeMap,
CORE JAVA,Collection Framework,Understanding TreeMap in Java and Red-Black Trees,
CORE JAVA,Collection Framework,Is HashMap thread-safe?,
CORE JAVA,Collection Framework,Synchronized collections vs Concurrent collections,
CORE JAVA,Collection Framework,"ConcurrentHashMap: Internal locking mechanism, null key/value restrictions, and why it is preferred over Hashtable",
CORE JAVA,Collection Framework,ArrayDeque vs Stack (Why ArrayDeque is preferred over Legacy Stack),
CORE JAVA,Collection Framework,PriorityQueue (Heap-based ordering & internal working),
CORE JAVA,Collection Framework,Iterator vs ListIterator vs Enumeration,
CORE JAVA,Collection Framework,Fail-Fast vs Fail-Safe Iterators in Java,
CORE JAVA,Collection Framework,Objects ordering: Comparable vs Comparator,
CORE JAVA,Collection Framework,"Immutable vs Unmodifiable collections (e.g., List.of() vs Collections.unmodifiableList())",
CORE JAVA,Java 8,Lambda Expressions,
CORE JAVA,Java 8,Stream API,
CORE JAVA,Java 8,Functional Interfaces,
CORE JAVA,Java 8,Method References,
CORE JAVA,Java 8,Optional Class,
CORE JAVA,"Java 17, 21",Sealed Classes and Interfaces,
CORE JAVA,"Java 17, 21",Records,
CORE JAVA,"Java 17, 21",Pattern Matching for `instanceof`,
CORE JAVA,"Java 17, 21",Switch Expressions,
CORE JAVA,"Java 17, 21",Virtual Threads,
CORE JAVA,"Java 17, 21",Pattern Matching for `switch`,
CORE JAVA,Multithreading Fundamentals & Concepts,What is Multithreading & Concurrency?,
CORE JAVA,Multithreading Fundamentals & Concepts,What is the need for threads in Java?,
CORE JAVA,Multithreading Fundamentals & Concepts,Concurrency vs Parallelism,
CORE JAVA,Thread Creation & Execution,"Ways to create a thread: Thread class, Runnable interface, Callable interface",
CORE JAVA,Thread Creation & Execution,How to run a thread: start() vs run(),
CORE JAVA,Thread Creation & Execution,What happens when calling start() twice on the same thread?,
CORE JAVA,Thread Creation & Execution,Runnable vs Callable,
CORE JAVA,Thread Lifecycle & Control Methods,Thread Lifecycle & States (Thread.State),
CORE JAVA,Thread Lifecycle & Control Methods,Daemon Threads,
CORE JAVA,Thread Lifecycle & Control Methods,"Basic Thread Methods: sleep(), join(), yield()",
CORE JAVA,Synchronization & Inter-Thread Communication,What is Synchronization?,
CORE JAVA,Synchronization & Inter-Thread Communication,"Synchronization levels: Method level, Block level, Static vs Instance methods",
CORE JAVA,Synchronization & Inter-Thread Communication,Object-level locking vs Class-level locking,
CORE JAVA,Synchronization & Inter-Thread Communication,"Inter-Thread Communication: wait(), notify(), notifyAll()",
CORE JAVA,Synchronization & Inter-Thread Communication,sleep() vs wait(),
CORE JAVA,Synchronization & Inter-Thread Communication,What is a Deadlock?,
CORE JAVA,Synchronization & Inter-Thread Communication,Deadlock example & How to resolve/prevent deadlock,
CORE JAVA,Memory Model & Low-Level Concurrency,volatile keyword,
CORE JAVA,Memory Model & Low-Level Concurrency,volatile vs synchronized,
CORE JAVA,Memory Model & Low-Level Concurrency,Lock-free Programming & CAS (Compare-And-Swap),
CORE JAVA,Memory Model & Low-Level Concurrency,AtomicInteger vs volatile,
CORE JAVA,Memory Model & Low-Level Concurrency,AtomicInteger vs Synchronization,
CORE JAVA,Concurrency Utilities & Locking Framework,High-Level Concurrency Utilities (java.util.concurrent),
CORE JAVA,Concurrency Utilities & Locking Framework,Explicit Locks: synchronized vs Lock / ReentrantLock,
CORE JAVA,Concurrency Utilities & Locking Framework,Concurrent Collections: ConcurrentHashMap,
CORE JAVA,Concurrency Utilities & Locking Framework,"Synchronization Helpers: CountDownLatch, Semaphore",
CORE JAVA,Thread Pools & Asynchronous Execution,Thread Pools & Executor Framework,
CORE JAVA,Thread Pools & Asynchronous Execution,Why ExecutorService over raw threads?,
CORE JAVA,Thread Pools & Asynchronous Execution,ExecutorService & Ways to create Executor Services,
CORE JAVA,Thread Pools & Asynchronous Execution,"How to check task completion: Callable, Future & Future.isDone()",
CORE JAVA,Thread Pools & Asynchronous Execution,ThreadPoolExecutor vs ForkJoinPool,
CORE JAVA,Thread Pools & Asynchronous Execution,ExecutorService vs ForkJoin Framework,
CORE JAVA,Thread Pools & Asynchronous Execution,Parallel Streams,
CORE JAVA,Thread Pools & Asynchronous Execution,Asynchronous Programming: CompletableFuture,
CORE JAVA,Concurrency Trade-Offs & Best Practices,When to use synchronized vs Lock vs AtomicInteger vs volatile,
CORE JAVA,Concurrency Trade-Offs & Best Practices,"Trade-offs in Java Concurrency (synchronized vs Lock, wait/notify vs BlockingQueue, etc.)",
CORE JAVA,Concurrency Trade-Offs & Best Practices,How to prevent Race Conditions in production,
CORE JAVA,Practical Coding & Design Challenges,Design a Thread-Safe Singleton,
CORE JAVA,Practical Coding & Design Challenges,Design Producer-Consumer Pattern,
CORE JAVA,Practical Coding & Design Challenges,Design a Thread-Safe Cache,
CORE JAVA,Practical Coding & Design Challenges,Design a Connection Pool,
CORE JAVA,Practical Coding & Design Challenges,Explain a Multithreading issue solved in production,
CORE JAVA,I/O in Java,Classic I/O (IO) vs New I/O (NIO) vs NIO.2,
CORE JAVA,I/O in Java,Stream vs Channel,
CORE JAVA,I/O in Java,FileChannel vs Streams,
CORE JAVA,I/O in Java,Why is NIO Faster?,
CORE JAVA,I/O in Java,Heap Buffer vs Direct Buffer,
CORE JAVA,I/O in Java,What is FileChannel?,
CORE JAVA,I/O in Java,What is a Memory-Mapped File?,
CORE JAVA,I/O in Java,Files.copy() vs FileChannel.transferTo(),
CORE JAVA,I/O in Java,How Would You Read a 10 GB File Efficiently?,
CORE JAVA,I/O in Java,How Would You Monitor a Directory for File Changes?,
CORE JAVA,I/O in Java,What Are Java I/O Best Practices in Production?,
CORE JAVA,Serialization,What is Serialization?,
CORE JAVA,Serialization,What is Deserialization?,
CORE JAVA,Serialization,Why do we need Serialization?,
CORE JAVA,Serialization,What is Serializable interface?,
CORE JAVA,Serialization,How do you serialize and deserialize an object? (ObjectOutputStream / ObjectInputStream),
CORE JAVA,Serialization,What is transient variable?,
CORE JAVA,Serialization,What is serialVersionUID?,
CORE JAVA,Serialization,Custom serialization: How do writeObject() and readObject() work?,
CORE JAVA,Serialization,What is readResolve()?,
CORE JAVA,Serialization,How does Serialization break Singleton pattern?,
CORE JAVA,Serialization,Difference between Serializable and Externalizable,
CORE JAVA,Serialization,What are the disadvantages of Java Serialization?,
CORE JAVA,Serialization,Why do modern applications prefer JSON/Protobuf/Kryo over Java Serialization?,
CORE JAVA,JDBC,Explain JDBC Architecture,
CORE JAVA,JDBC,JDBC workflow,
CORE JAVA,JDBC,Types of JDBC drivers,
CORE JAVA,JDBC,Statement vs PreparedStatement vs CallableStatement,
CORE JAVA,JDBC,Why PreparedStatement prevents SQL Injection,
CORE JAVA,JDBC,executeQuery() vs executeUpdate() vs execute(),
CORE JAVA,JDBC,What is ResultSet?,
CORE JAVA,JDBC,Types of ResultSet,
CORE JAVA,JDBC,What is AutoCommit?,
CORE JAVA,JDBC,Commit vs Rollback,
CORE JAVA,JDBC,How transactions work,
CORE JAVA,JDBC,Connection Pooling,
CORE JAVA,JDBC,HikariCP,
CORE JAVA,JDBC,Batch Processing,
CORE JAVA,JDBC,Best practices for writing production-quality JDBC code,
CORE JAVA,Misc,What are Generics?,
CORE JAVA,Misc,Why do we need Generics?,
CORE JAVA,Misc,Generic Class vs Generic Method,
CORE JAVA,Misc,Why can't Generics use primitives?,
CORE JAVA,Misc,Why can't we do new T()?,
CORE JAVA,Misc,Why can't Generic Arrays be created?,
CORE JAVA,Misc,Why is `List<Integer>` not a subtype of `List<Number>`?,
CORE JAVA,Misc,What are Bounded Type Parameters?,
CORE JAVA,Misc,Generic Wildcards,
CORE JAVA,Misc,`List<?>` vs `List<Object>`,
CORE JAVA,Misc,Wildcard Upper vs Lower Bounds (extends vs super),
CORE JAVA,Misc,"Explain PECS (Producer Extends, Consumer Super)",
CORE JAVA,Misc,What is Type Erasure?,
CORE JAVA,Misc,Bridge Methods,
