Subject,Topic,Question,Answer
CORE JAVA,Error & Exception,Stack unwinding,
CORE JAVA,Error & Exception,throw vs throws,
CORE JAVA,Error & Exception,Chained exceptions,
CORE JAVA,Error & Exception,Suppressed exceptions,
CORE JAVA,Error & Exception,Try-with-resources,
CORE JAVA,Error & Exception,Custom exceptions (Exception vs RuntimeException),
CORE JAVA,Error & Exception,Exception handling with method overriding,
CORE JAVA,Error & Exception,StackOverflowError vs OutOfMemoryError,
CORE JAVA,Error & Exception,ConcurrentModificationException,
CORE JAVA,Error & Exception,Design patterns in exception handling,
CORE JAVA,Error & Exception,Exception handling best practices,
CORE JAVA,Error & Exception,How to handle custom exceptions in Spring Boot,
CORE JAVA,Error & Exception,@ExceptionHandler vs @ControllerAdvice,
CORE JAVA,Error & Exception,Transaction rollback and exceptions,
CORE JAVA,Error & Exception,Exception handling in CompletableFuture,
CORE JAVA,Keywords & Modifiers,Why no pointers in Java,
CORE JAVA,Keywords & Modifiers,Call by Value vs Call by Reference in Java,
CORE JAVA,Keywords & Modifiers,Can we overload main method in Java?,
CORE JAVA,Keywords & Modifiers,"Access & Control Modifiers: private, static, final (variable, method, class)",
CORE JAVA,Keywords & Modifiers,"static - block, import, nested class",
CORE JAVA,Keywords & Modifiers,default methods (Interface evolution),
CORE JAVA,Keywords & Modifiers,synchronized,
CORE JAVA,Keywords & Modifiers,volatile,
CORE JAVA,Keywords & Modifiers,transient,
CORE JAVA,Keywords & Modifiers,Final vs Finally vs Finalize,
CORE JAVA,Keywords & Modifiers,When finalize method is called,
CORE JAVA,Strings,Ways to create Strings in Java (Literals vs new String()),
CORE JAVA,Strings,"String s1=""abc"" vs String s2=new String(""abc""): Object creation & memory locations",
CORE JAVA,Strings,Stack vs Heap memory in Java,
CORE JAVA,Strings,String Pool & memory layout,
CORE JAVA,Strings,intern() method and String interning,
CORE JAVA,Strings,Immutability concepts: What is an immutable class?,
CORE JAVA,Strings,Why String is immutable,
CORE JAVA,Strings,Why String is final,
CORE JAVA,Strings,String hashCode caching & HashMap with String keys,
CORE JAVA,Strings,Password handling: String vs char[] (Security & memory considerations),
CORE JAVA,Strings,Object equality: == vs equals() vs compareTo(),
CORE JAVA,Strings,Things to consider when overriding/using equals() & hashCode(),
CORE JAVA,Strings,"String utility methods & common operations (replace vs replaceAll, getBytes vs toCharArray)",
CORE JAVA,Strings,split vs splice vs StringTokenizer,
CORE JAVA,Strings,String concatenation internals: Compile-time vs runtime concatenation,
CORE JAVA,Strings,Why excessive String concatenation hurts performance,
CORE JAVA,Strings,"String vs StringBuilder vs StringBuffer (Mutable vs Immutable, Thread safety)",
CORE JAVA,Strings,"Creating custom immutable classes & handling mutability (Getter/Setter rules, defensive copying)",
CORE JAVA,Strings,Can we have an immutable constructor?,
CORE JAVA,Strings,substring() changes across Java versions,
CORE JAVA,Strings,Compact Strings (Java 9+),
CORE JAVA,Strings,G1 String Deduplication,
CORE JAVA,Strings,Reverse String / Palindrome / Anagram (Coding problems),
CORE JAVA,Strings,Split CSV string using Stream API and print (Coding problem),
CORE JAVA,Collection Framework,What are Collections? (Java Collections Framework vs java.util vs Collections utility class),
CORE JAVA,Collection Framework,Collections Hierarchy & Collection Diagram,
CORE JAVA,Collection Framework,List vs Set vs Map vs Queue,
CORE JAVA,Collection Framework,Decision Flowchart: How to select the right Collection for real-world scenarios,
CORE JAVA,Collection Framework,Time Complexities of common collection operations,
CORE JAVA,Collection Framework,Difference between Array and Collection,
CORE JAVA,Collection Framework,Difference between Set and List,
CORE JAVA,Collection Framework,"ArrayList vs LinkedList (Internal workings, differences, and trade-offs)",
CORE JAVA,Collection Framework,"Default capacities: List (10), Map (16 buckets), Set (16 via internal HashMap)",
CORE JAVA,Collection Framework,Creating a custom ArrayList to disallow duplicates,
CORE JAVA,Collection Framework,How to remove duplicates from a List without using a Set,
CORE JAVA,Collection Framework,HashSet internal working,
CORE JAVA,Collection Framework,HashMap vs HashSet (Difference and internal reliance),
CORE JAVA,Collection Framework,Which one is faster: Set or HashMap? (Performance comparison & internal explanation),
CORE JAVA,Collection Framework,Tricky: How Set allows duplicate custom objects if equals() and hashCode() are not overridden,
CORE JAVA,Collection Framework,equals() vs hashCode() contract & hashing basics,
CORE JAVA,Collection Framework,What is a Hash Collision & Collision resolution techniques,
CORE JAVA,Collection Framework,"HashMap internal working (DSA basics, indexing, load factor, resizing, treeification)",
CORE JAVA,Collection Framework,Common HashMap methods (including checking if a HashMap contains a specific value),
CORE JAVA,Collection Framework,HashMap vs LinkedHashMap vs TreeMap,
CORE JAVA,Collection Framework,Understanding TreeMap in Java and Red-Black Trees,
CORE JAVA,Collection Framework,HashMap vs Hashtable (Differences & internal working),
CORE JAVA,Collection Framework,Is HashMap thread-safe?,
CORE JAVA,Collection Framework,Synchronized collections vs Concurrent collections,
CORE JAVA,Collection Framework,"ConcurrentHashMap: Internal locking mechanism, null key/value restrictions, and why it is preferred over Hashtable",
CORE JAVA,Collection Framework,ArrayDeque vs Stack (Why ArrayDeque is preferred over Legacy Stack),
CORE JAVA,Collection Framework,PriorityQueue (Heap-based ordering & internal working),
CORE JAVA,Collection Framework,Iterator vs ListIterator vs Enumeration,
CORE JAVA,Collection Framework,Fail-Fast vs Fail-Safe Iterators in Java,
CORE JAVA,Collection Framework,Objects ordering: Comparable vs Comparator,
CORE JAVA,Collection Framework,compareTo() method usage and implementation,
CORE JAVA,Collection Framework,"Sorting objects based on attributes (e.g., ID, Name) using Comparable and Comparator",
CORE JAVA,Collection Framework,Creating custom Comparators using lambda expressions & utility methods,
CORE JAVA,Collection Framework,Collections class static utility methods,
CORE JAVA,Collection Framework,"Immutable vs Unmodifiable collections (e.g., List.of() vs Collections.unmodifiableList())",
CORE JAVA,Collection Framework,"Collections vs Streams (Differences, performance, and memory usage)",
CORE JAVA,Collection Framework,Working with Streams on Collections,
CORE JAVA,Java 8,Lambda Expressions,
CORE JAVA,Java 8,Stream API,
CORE JAVA,Java 8,Functional Interfaces,
CORE JAVA,Java 8,Method References,
CORE JAVA,Java 8,Default and Static Methods,
CORE JAVA,Java 8,Optional Class,
CORE JAVA,Java 8,New Date and Time API,
CORE JAVA,Java 8,Base64 Encoding and Decoding,
CORE JAVA,"Java 17, 21, 25",Sealed Classes and Interfaces,
CORE JAVA,"Java 17, 21, 25",Records,
CORE JAVA,"Java 17, 21, 25",Pattern Matching for `instanceof`,
CORE JAVA,"Java 17, 21, 25",Switch Expressions,
CORE JAVA,"Java 17, 21, 25",Text Blocks,
CORE JAVA,"Java 17, 21, 25",Helpful NullPointerExceptions,
CORE JAVA,"Java 17, 21, 25",Virtual Threads,
CORE JAVA,"Java 17, 21, 25",Pattern Matching for `switch`,
CORE JAVA,"Java 17, 21, 25",Record Patterns,
CORE JAVA,"Java 17, 21, 25",Sequenced Collections Framework,
CORE JAVA,"Java 17, 21, 25",Generational ZGC,
CORE JAVA,"Java 17, 21, 25",UTF-8 by Default,
CORE JAVA,"Java 17, 21, 25",Unnamed Variables and Patterns,
CORE JAVA,"Java 17, 21, 25",Stream Gatherers,
CORE JAVA,"Java 17, 21, 25",Compact Object Headers,
CORE JAVA,"Java 17, 21, 25",Foreign Function and Memory API,
CORE JAVA,"Java 17, 21, 25",Scoped Values,
CORE JAVA,"Java 17, 21, 25",Markdown Documentation Comments,
CORE JAVA,"Java 17, 21, 25",Implicitly Declared Classes and Instance Main Methods,
CORE JAVA,Multithreading Fundamentals & Concepts,What is Multithreading & Concurrency?,
CORE JAVA,Multithreading Fundamentals & Concepts,What is the need for threads in Java?,
CORE JAVA,Multithreading Fundamentals & Concepts,Process vs Thread (Process-based vs Thread-based Multitasking),
CORE JAVA,Multithreading Fundamentals & Concepts,Concurrency vs Parallelism,
CORE JAVA,Thread Creation & Execution,"Ways to create a thread: Thread class, Runnable interface, Callable interface",
CORE JAVA,Thread Creation & Execution,Create a thread using Thread,
CORE JAVA,Thread Creation & Execution,Create a thread using Runnable,
CORE JAVA,Thread Creation & Execution,Create a thread using Callable,
CORE JAVA,Thread Creation & Execution,How to run a thread: start() vs run(),
CORE JAVA,Thread Creation & Execution,What happens when calling start() twice on the same thread?,
CORE JAVA,Thread Creation & Execution,Runnable vs Callable,
CORE JAVA,Thread Lifecycle & Control Methods,Thread Lifecycle & States (Thread.State),
CORE JAVA,Thread Lifecycle & Control Methods,Thread Priority & Thread Naming,
CORE JAVA,Thread Lifecycle & Control Methods,Daemon Threads,
CORE JAVA,Thread Lifecycle & Control Methods,"Basic Thread Methods: sleep(), join(), yield()",
CORE JAVA,Synchronization & Inter-Thread Communication,What is Synchronization?,
CORE JAVA,Synchronization & Inter-Thread Communication,"Synchronization levels: Method level, Block level, Static vs Instance methods",
CORE JAVA,Synchronization & Inter-Thread Communication,Object-level locking vs Class-level locking,
CORE JAVA,Synchronization & Inter-Thread Communication,"Inter-Thread Communication: wait(), notify(), notifyAll()",
CORE JAVA,Synchronization & Inter-Thread Communication,sleep() vs wait(),
CORE JAVA,Synchronization & Inter-Thread Communication,What is a Deadlock?,
CORE JAVA,Synchronization & Inter-Thread Communication,Deadlock example & How to resolve/prevent deadlock,
CORE JAVA,Memory Model & Low-Level Concurrency,volatile keyword,
CORE JAVA,Memory Model & Low-Level Concurrency,volatile vs synchronized,
CORE JAVA,Memory Model & Low-Level Concurrency,Lock-free Programming & CAS (Compare-And-Swap),
CORE JAVA,Memory Model & Low-Level Concurrency,AtomicInteger vs volatile,
CORE JAVA,Memory Model & Low-Level Concurrency,AtomicInteger vs Synchronization,
CORE JAVA,Memory Model & Low-Level Concurrency,Optimistic vs Pessimistic Locking,
CORE JAVA,Concurrency Utilities & Locking Framework,High-Level Concurrency Utilities (java.util.concurrent),
CORE JAVA,Concurrency Utilities & Locking Framework,Explicit Locks: synchronized vs Lock / ReentrantLock,
CORE JAVA,Concurrency Utilities & Locking Framework,Concurrent Collections: ConcurrentHashMap,
CORE JAVA,Concurrency Utilities & Locking Framework,"Synchronization Helpers: CountDownLatch, Semaphore",
CORE JAVA,Thread Pools & Asynchronous Execution,Thread Pools & Executor Framework,
CORE JAVA,Thread Pools & Asynchronous Execution,Why ExecutorService over raw threads?,
CORE JAVA,Thread Pools & Asynchronous Execution,ExecutorService & Ways to create Executor Services,
CORE JAVA,Thread Pools & Asynchronous Execution,"How to check task completion: Callable, Future & Future.isDone()",
CORE JAVA,Thread Pools & Asynchronous Execution,ThreadPoolExecutor vs ForkJoinPool,
CORE JAVA,Thread Pools & Asynchronous Execution,ExecutorService vs ForkJoin Framework,
CORE JAVA,Thread Pools & Asynchronous Execution,Parallel Streams,
CORE JAVA,Thread Pools & Asynchronous Execution,Asynchronous Programming: CompletableFuture,
CORE JAVA,Concurrency Trade-Offs & Best Practices,When to use synchronized vs Lock vs AtomicInteger vs volatile,
CORE JAVA,Concurrency Trade-Offs & Best Practices,"Trade-offs in Java Concurrency (synchronized vs Lock, wait/notify vs BlockingQueue, etc.)",
CORE JAVA,Concurrency Trade-Offs & Best Practices,How to prevent Race Conditions in production,
CORE JAVA,Practical Coding & Design Challenges,Design a Thread-Safe Singleton,
CORE JAVA,Practical Coding & Design Challenges,Print Odd-Even using two threads,
CORE JAVA,Practical Coding & Design Challenges,Print 1 to 100 using three threads,
CORE JAVA,Practical Coding & Design Challenges,Design Producer-Consumer Pattern,
CORE JAVA,Practical Coding & Design Challenges,ReentrantLock example,
CORE JAVA,Practical Coding & Design Challenges,ExecutorService example,
CORE JAVA,Practical Coding & Design Challenges,CountDownLatch example,
CORE JAVA,Practical Coding & Design Challenges,Semaphore example,
CORE JAVA,Practical Coding & Design Challenges,CompletableFuture example,
CORE JAVA,Practical Coding & Design Challenges,ConcurrentHashMap example,
CORE JAVA,Practical Coding & Design Challenges,Design a Thread-Safe Cache,
CORE JAVA,Practical Coding & Design Challenges,Design a Connection Pool,
CORE JAVA,Practical Coding & Design Challenges,Explain a Multithreading issue solved in production,
CORE JAVA,I/O in Java,Java I/O Architecture Overview,
CORE JAVA,I/O in Java,I/O Inheritance Hierarchy Diagram,
CORE JAVA,I/O in Java,Stream Classifications Based on Data Type,
CORE JAVA,I/O in Java,Byte Stream vs Character Stream,
CORE JAVA,I/O in Java,InputStream vs Reader,
CORE JAVA,I/O in Java,OutputStream vs Writer,
CORE JAVA,I/O in Java,"Byte Stream Classes (FileInputStream, FileOutputStream)",
CORE JAVA,I/O in Java,"Character Stream Classes (FileReader, FileWriter)",
CORE JAVA,I/O in Java,What is Buffering & Why is Buffering Faster?,
CORE JAVA,I/O in Java,FileInputStream vs BufferedInputStream & FileOutputStream vs BufferedOutputStream,
CORE JAVA,I/O in Java,FileReader vs BufferedReader,
CORE JAVA,I/O in Java,BufferedReader vs Scanner,
CORE JAVA,I/O in Java,read() vs readLine(),
CORE JAVA,I/O in Java,"Bridge Streams (InputStreamReader, OutputStreamWriter)",
CORE JAVA,I/O in Java,flush() vs close(),
CORE JAVA,I/O in Java,Best Practice to Read a File Example,
CORE JAVA,I/O in Java,try-finally vs try-with-resources,
CORE JAVA,I/O in Java,File vs Path,
CORE JAVA,I/O in Java,File vs Files,
CORE JAVA,I/O in Java,Paths.get() vs Path.of(),
CORE JAVA,I/O in Java,createNewFile() vs mkdir(),
CORE JAVA,I/O in Java,delete() vs deleteIfExists(),
CORE JAVA,I/O in Java,Classic I/O (IO) vs New I/O (NIO) vs NIO.2,
CORE JAVA,I/O in Java,Stream vs Channel,
CORE JAVA,I/O in Java,FileChannel vs Streams,
CORE JAVA,I/O in Java,Why is NIO Faster?,
CORE JAVA,I/O in Java,Heap Buffer vs Direct Buffer,
CORE JAVA,I/O in Java,Explain flip() in ByteBuffer,
CORE JAVA,I/O in Java,"Difference between flip(), clear(), and compact()",
CORE JAVA,I/O in Java,What is FileChannel?,
CORE JAVA,I/O in Java,What is a Memory-Mapped File?,
CORE JAVA,I/O in Java,Files.copy() vs FileChannel.transferTo(),
CORE JAVA,I/O in Java,How Would You Read a 10 GB File Efficiently?,
CORE JAVA,I/O in Java,How Would You Monitor a Directory for File Changes?,
CORE JAVA,I/O in Java,What Are Java I/O Best Practices in Production?,
CORE JAVA,Serialization,What is Serialization?,
CORE JAVA,Serialization,What is Deserialization?,
CORE JAVA,Serialization,Why do we need Serialization?,
CORE JAVA,Serialization,What is Serializable interface?,
CORE JAVA,Serialization,Why is Serializable a Marker Interface?,
CORE JAVA,Serialization,How do you serialize and deserialize an object? (ObjectOutputStream / ObjectInputStream),
CORE JAVA,Serialization,What is transient variable?,
CORE JAVA,Serialization,Can static variables be serialized?,
CORE JAVA,Serialization,What is serialVersionUID?,
CORE JAVA,Serialization,What happens if serialVersionUID changes?,
CORE JAVA,Serialization,What is NotSerializableException?,
CORE JAVA,Serialization,What happens if an object contains another non-serializable object?,
CORE JAVA,Serialization,"Parent Serializable, Child not Serializable—what happens?",
CORE JAVA,Serialization,"Child Serializable, Parent not Serializable—what happens?",
CORE JAVA,Serialization,Custom serialization: How do writeObject() and readObject() work?,
CORE JAVA,Serialization,What is readResolve()?,
CORE JAVA,Serialization,How does Serialization break Singleton pattern?,
CORE JAVA,Serialization,Difference between Serializable and Externalizable,
CORE JAVA,Serialization,What are the disadvantages of Java Serialization?,
CORE JAVA,Serialization,Why do modern applications prefer JSON/Protobuf/Kryo over Java Serialization?,
CORE JAVA,JDBC,Explain JDBC Architecture,
CORE JAVA,JDBC,JDBC workflow,
CORE JAVA,JDBC,Types of JDBC drivers,
CORE JAVA,JDBC,DriverManager vs Connection,
CORE JAVA,JDBC,Statement vs PreparedStatement vs CallableStatement,
CORE JAVA,JDBC,Why PreparedStatement prevents SQL Injection,
CORE JAVA,JDBC,executeQuery() vs executeUpdate() vs execute(),
CORE JAVA,JDBC,What is ResultSet?,
CORE JAVA,JDBC,Types of ResultSet,
CORE JAVA,JDBC,What is AutoCommit?,
CORE JAVA,JDBC,Commit vs Rollback,
CORE JAVA,JDBC,Savepoint,
CORE JAVA,JDBC,How transactions work,
CORE JAVA,JDBC,SQLException,
CORE JAVA,JDBC,Try-with-resources,
CORE JAVA,JDBC,Connection Pooling,
CORE JAVA,JDBC,HikariCP,
CORE JAVA,JDBC,Batch Processing,
CORE JAVA,JDBC,DatabaseMetaData vs ResultSetMetaData,
CORE JAVA,JDBC,Best practices for writing production-quality JDBC code,
CORE JAVA,Misc,What are Generics?,
CORE JAVA,Misc,Why do we need Generics?,
CORE JAVA,Misc,Real-world use of Generics in the Java Collections Framework,
CORE JAVA,Misc,Generic Class vs Generic Method,
CORE JAVA,Misc,Raw Type vs Generic Type,
CORE JAVA,Misc,Type Inference and Diamond Operator,
CORE JAVA,Misc,Why can't Generics use primitives?,
CORE JAVA,Misc,Why can't we do new T()?,
CORE JAVA,Misc,Why can't Generic Arrays be created?,
CORE JAVA,Misc,Why is `List<Integer>` not a subtype of `List<Number>`?,
CORE JAVA,Misc,What are Bounded Type Parameters?,
CORE JAVA,Misc,Multiple Bounds (T extends A & B),
CORE JAVA,Misc,Generic Wildcards,
CORE JAVA,Misc,`List<?>` vs `List<Object>`,
CORE JAVA,Misc,Wildcard Upper vs Lower Bounds (extends vs super),
CORE JAVA,Misc,"Explain PECS (Producer Extends, Consumer Super)",
CORE JAVA,Misc,Generic Functional Interfaces,
CORE JAVA,Misc,What is Type Erasure?,
CORE JAVA,Misc,Bridge Methods,
CORE JAVA,Misc,Heap Pollution,
