Subject,Topic,Question,Answer
ANGULAR,Directives,**Renderer2 vs direct DOM manipulation. Why prefer Renderer2?**,
ANGULAR,Directives,**@Directive selector specificity. Matching priority?**,
ANGULAR,Reactive Forms,"**ReactiveFormsModule. Form builders, FormControl, FormGroup, FormArray?**",
ANGULAR,Reactive Forms,**FormControl vs FormGroup. Nested structures?**,
ANGULAR,Reactive Forms,**FormBuilder convenience. Shorthand syntax?**,
ANGULAR,Reactive Forms,**FormArray for dynamic fields. Adding/removing controls?**,
ANGULAR,Reactive Forms,"**Validators: required, minlength, pattern, custom validators?**",
ANGULAR,Reactive Forms,**Cross-field validation. Custom validator spanning multiple fields?**,
ANGULAR,Reactive Forms,**Async validators. Server-side validation (username existence)?**,
ANGULAR,Reactive Forms,"**Status changes: VALID, INVALID, PENDING. Status tracking?**",
ANGULAR,Reactive Forms,**Value changes Observable. Subscription memory leaks?**,
ANGULAR,Reactive Forms,"**markAsTouched, markAsDirty. Form state tracking?**",
ANGULAR,Reactive Forms,**setValue vs patchValue. Partial updates?**,
ANGULAR,Reactive Forms,**Disabled form controls. Excluded from form value?**,
ANGULAR,Reactive Forms,**Form value synchronization. Manual vs auto?**,
ANGULAR,Reactive Forms,**Form reset. Clearing vs resetting validators?**,
ANGULAR,Reactive Forms,**Dynamic form creation. Runtime control generation?**,
ANGULAR,Template-Driven Forms,**ngForm & ngModelGroup. Two-way binding?**,
ANGULAR,Template-Driven Forms,"**Form validation with template directives. required, minlength, pattern?**",
ANGULAR,Template-Driven Forms,**ngModel binding. When to avoid?**,
ANGULAR,Template-Driven Forms,**Template-driven vs Reactive forms. Trade-offs?**,
ANGULAR,Services & DI,**Service singleton pattern. Provided at root vs component level?**,
ANGULAR,Services & DI,**@Injectable() decorator. providedIn: 'root' tree-shaking?**,
ANGULAR,Services & DI,**Hierarchical injection. Child component provider override?**,
ANGULAR,Services & DI,**Multi-provider. Array of services?**,
ANGULAR,Services & DI,"**useClass, useValue, useFactory, useExisting providers?**",
ANGULAR,Services & DI,**Factory function for complex initialization?**,
ANGULAR,Services & DI,**NgZone. Running outside Angular zone for performance?**,
ANGULAR,Services & DI,**ApplicationInitializer. Bootstrap-time initialization?**,
ANGULAR,Services & DI,**APP_INITIALIZER. Async data loading before app start?**,
ANGULAR,RxJS & Observables,"**Observable creation. of(), from(), interval(), Subject?**",
ANGULAR,RxJS & Observables,**Cold observables vs Hot observables. Subscription behavior?**,
ANGULAR,RxJS & Observables,**Subject vs BehaviorSubject vs ReplaySubject. Use cases?**,
ANGULAR,RxJS & Observables,**Subscription management. Memory leaks from unreleased subscriptions?**,
ANGULAR,RxJS & Observables,"**Unsubscribe pattern. takeUntil, async pipe alternatives?**",
ANGULAR,RxJS & Observables,"**Operators: map, filter, switchMap, mergeMap, concatMap, exhaustMap?**",
ANGULAR,RxJS & Observables,**switchMap vs mergeMap vs concatMap. Concurrency & ordering?**,
ANGULAR,RxJS & Observables,**exhaustMap for button clicks. Ignore while processing?**,
ANGULAR,RxJS & Observables,**shareReplay operator. Preventing duplicate subscriptions?**,
ANGULAR,RxJS & Observables,**share vs shareReplay. When refcount matters?**,
ANGULAR,RxJS & Observables,**tap operator. Side effects without transformation?**,
ANGULAR,RxJS & Observables,**catchError operator. Error recovery?**,
ANGULAR,RxJS & Observables,**retry operator. Exponential backoff with delay?**,
ANGULAR,RxJS & Observables,**debounceTime vs throttleTime. User input optimization?**,
ANGULAR,RxJS & Observables,**distinctUntilChanged. Duplicate prevention?**,
ANGULAR,RxJS & Observables,**combineLatest vs merge vs zip. Multi-stream combination?**,
ANGULAR,RxJS & Observables,**forkJoin for parallel requests. All must complete?**,
ANGULAR,RxJS & Observables,**Higher-order observables. Flattening operators?**,
ANGULAR,RxJS & Observables,**Observable vs Promise. When each?**,
ANGULAR,RxJS & Observables,**Async pipe with Observable. Auto-unsubscribe on destroy?**,
ANGULAR,RxJS & Observables,**RxJS memory leak scenarios. Detection & prevention?**,
ANGULAR,HTTP & Interceptors,**HttpClientModule. Dependency injection?**,
ANGULAR,HTTP & Interceptors,"**HttpClient methods: get, post, put, delete. Request/response types?**",
ANGULAR,HTTP & Interceptors,**Type-safe HTTP responses. Generic response types?**,
ANGULAR,HTTP & Interceptors,**HttpInterceptor. Request/response modification?**,
ANGULAR,HTTP & Interceptors,**Interceptor order. Multiple interceptors chaining?**,
ANGULAR,HTTP & Interceptors,**Error interceptor. Global error handling?**,
ANGULAR,HTTP & Interceptors,**JWT token interceptor. Authorization header injection?**,
ANGULAR,HTTP & Interceptors,**Request timeout interceptor. timeout operator?**,
ANGULAR,HTTP & Interceptors,**CORS configuration. Preflight requests?**,
ANGULAR,HTTP & Interceptors,**Error handling in HTTP calls. HttpErrorResponse?**,
ANGULAR,HTTP & Interceptors,**Retry logic. HTTP requests retry on failure?**,
ANGULAR,HTTP & Interceptors,**Request cancellation. Unsubscribe vs AbortController?**,
ANGULAR,HTTP & Interceptors,**Response caching. HTTP caching vs application caching?**,
ANGULAR,Routing & Navigation,**RouterModule & Routes configuration. Path matching?**,
ANGULAR,Routing & Navigation,**Router.navigate vs Router.navigateByUrl. Difference?**,
ANGULAR,Routing & Navigation,**Route parameters: path params vs query params?**,
ANGULAR,Routing & Navigation,**ParamMap vs QueryParamMap. Subscription vs snapshot?**,
ANGULAR,Routing & Navigation,**Lazy loading routes. loadChildren. Code splitting?**,
ANGULAR,Routing & Navigation,"**Route guards: CanActivate, CanActivateChild, CanDeactivate. Protection?**",
ANGULAR,Routing & Navigation,**CanDeactivate for unsaved changes warning. UX consideration?**,
ANGULAR,Routing & Navigation,**Resolve guard. Pre-loading data before component creation?**,
ANGULAR,Routing & Navigation,"**Router events. NavigationStart, NavigationEnd, NavigationError?**",
ANGULAR,Routing & Navigation,**RouteReuseStrategy. Caching component state across routes?**,
ANGULAR,Routing & Navigation,**Wildcard route. 404 handling?**,
ANGULAR,Routing & Navigation,**Router preloading strategy. PreloadAllModules vs custom?**,
ANGULAR,Routing & Navigation,**AuthGuard implementation. Protected routes?**,
ANGULAR,Routing & Navigation,**Redirect routes. redirectTo parameter?**,
ANGULAR,Routing & Navigation,**Router state. ActivatedRoute vs ActivatedRouteSnapshot?**,
ANGULAR,NgRx,"**Redux pattern in Angular. Actions, Reducers, Effects, Selectors?**",
ANGULAR,NgRx,**Action creators. Typed actions?**,
ANGULAR,NgRx,**Reducer pure functions. State immutability?**,
ANGULAR,NgRx,**Effects for side effects. ofType operator for action filtering?**,
ANGULAR,NgRx,**mergeMap vs switchMap vs concatMap in effects. Concurrency handling?**,
ANGULAR,NgRx,**Selectors. Memoization? createSelector?**,
ANGULAR,NgRx,**Feature store. Store composition?**,
ANGULAR,NgRx,**Store devtools. Time-travel debugging?**,
ANGULAR,NgRx,**Entity adapter. Normalized state management?**,
ANGULAR,NgRx,**Facade service. Abstraction over store?**,
ANGULAR,Alternative State Management,**Akita vs NgRx. When simpler approach?**,
ANGULAR,Alternative State Management,**RxJS only state management. BehaviorSubject pattern?**,
ANGULAR,Alternative State Management,**State management with signals (Angular 16+)?**,
ANGULAR,Change Detection & Performance,**OnPush change detection strategy. Performance optimization?**,
ANGULAR,Change Detection & Performance,**Default change detection. Checking all components on events?**,
ANGULAR,Change Detection & Performance,**Angular Zone. Running outside zone for performance?**,
ANGULAR,Change Detection & Performance,**ChangeDetectorRef.detectChanges(). Manual change detection?**,
ANGULAR,Change Detection & Performance,**ChangeDetectorRef.detach(). Disable change detection?**,
ANGULAR,Change Detection & Performance,**ExpressionChangedAfterCheckError. Debugging?**,
ANGULAR,Change Detection & Performance,**Micro-tasks & macro-tasks. Zone.js interaction?**,
ANGULAR,Change Detection & Performance,**Performance profiling. Chrome DevTools Angular plugin?**,
ANGULAR,Change Detection & Performance,**Virtual scrolling. Large lists performance?**,
ANGULAR,Change Detection & Performance,**Unidirectional data flow. Predictability?**,
ANGULAR,Change Detection & Performance,**Memory profiling in Angular apps. Heap dumps?**,
ANGULAR,Change Detection & Performance,**Component reuse. trackBy in loops?**,
ANGULAR,Forms Validation & Custom Validators,"**Built-in validators: Validators.required, Validators.minLength?**",
ANGULAR,Forms Validation & Custom Validators,**Async validator: AsyncValidators.uniqueUsername()?**,
ANGULAR,Forms Validation & Custom Validators,**Custom validator function. ValidationError object?**,
ANGULAR,Forms Validation & Custom Validators,**Cross-field validation. Validator on FormGroup?**,
ANGULAR,Forms Validation & Custom Validators,**Conditional validation. Enable/disable validators dynamically?**,
ANGULAR,Forms Validation & Custom Validators,**Validator composition. Multiple validators on single control?**,
ANGULAR,Forms Validation & Custom Validators,**Error message display. Error object structure?**,
ANGULAR,Forms Validation & Custom Validators,"**Touched, dirty, pristine states. Form state tracking?**",
ANGULAR,Forms Validation & Custom Validators,**Form reset. Clearing errors?**,
ANGULAR,Testing,**TestBed setup. ComponentFixture?**,
ANGULAR,Testing,**@Component as test helper. Minimal test component?**,
ANGULAR,Testing,**fixture.detectChanges(). Manual change detection?**,
ANGULAR,Testing,**fixture.debugElement. DOM element access?**,
ANGULAR,Testing,**DebugElement vs HTMLElement. Angular vs native?**,
ANGULAR,Testing,**ComponentFixture.whenStable(). Async operations?**,
ANGULAR,Testing,**HttpTestingController. HTTP request mocking?**,
ANGULAR,Testing,**MockService vs Spy. When each?**,
ANGULAR,Testing,**@Input/@Output testing. Direct property vs event testing?**,
ANGULAR,Testing,"**Template testing. Click events, input changes?**",
ANGULAR,Testing,**Directive testing. Host component pattern?**,
ANGULAR,Testing,**Service testing. Dependency injection?**,
ANGULAR,Testing,**Observable testing. marble testing with jasmine-marbles?**,
ANGULAR,Testing,**fakeAsync & tick. Async time progression?**,
ANGULAR,Testing,**async helper. Promise-based async testing?**,
ANGULAR,Testing,**waitForAsync. Latest async helper (Angular 12+)?**,
ANGULAR,Testing,**E2E testing with Cypress vs Protractor. Protractor deprecated?**,
ANGULAR,Testing,**Component integration testing. Full feature testing?**,
ANGULAR,Testing,**Code coverage. Target percentage?**,
ANGULAR,TypeScript & Type Safety,"**Generic types in Angular. Generic components, services?**",
ANGULAR,TypeScript & Type Safety,"**Strict mode. strictNullChecks, strictFunctionTypes implications?**",
ANGULAR,TypeScript & Type Safety,"**Type guards. instanceof, in operator, user-defined type guards?**",
ANGULAR,TypeScript & Type Safety,**Discriminated unions. Type narrowing?**,
ANGULAR,TypeScript & Type Safety,"**Utility types: Partial, Pick, Omit, Record, Readonly?**",
ANGULAR,TypeScript & Type Safety,**keyof operator. Type-safe object keys?**,
ANGULAR,TypeScript & Type Safety,**Conditional types. Advanced type logic?**,
ANGULAR,TypeScript & Type Safety,**Type inference. Avoiding explicit type annotations?**,
ANGULAR,TypeScript & Type Safety,**Interface vs Type alias. When each?**,
ANGULAR,TypeScript & Type Safety,**Readonly properties. Immutability enforcement?**,
ANGULAR,Signals & New Features (Angular 16+),**Signals primitive. Reactivity without Observables?**,
ANGULAR,Signals & New Features (Angular 16+),**computed() signals. Derived state?**,
ANGULAR,Signals & New Features (Angular 16+),**effect() for side effects. Auto-tracking dependencies?**,
ANGULAR,Signals & New Features (Angular 16+),**Signal vs Observable. When each?**,
ANGULAR,Signals & New Features (Angular 16+),**Input signal. @Input migration path?**,
ANGULAR,Signals & New Features (Angular 16+),**Output signal. @Output alternative?**,
ANGULAR,Signals & New Features (Angular 16+),**Signal-based change detection. Impact on performance?**,
ANGULAR,Signals & New Features (Angular 16+),**Standalone components. Module-less components?**,
ANGULAR,Signals & New Features (Angular 16+),**Functional bootstrapping. bootstrapApplication()?**,
ANGULAR,Signals & New Features (Angular 16+),**Functional route guards. providersIn route config?**,
ANGULAR,Advanced Concepts,**Custom elements (Web Components) in Angular?**,
ANGULAR,Advanced Concepts,**ElementRef vs TemplateRef vs ViewContainerRef. Component rendering?**,
ANGULAR,Advanced Concepts,**Projecting content. ng-content with selectors?**,
ANGULAR,Advanced Concepts,**Multi-slot content projection. Complex scenarios?**,
ANGULAR,Advanced Concepts,**Dynamic component creation. ComponentFactoryResolver (deprecated in Angular 13)?**,
ANGULAR,Advanced Concepts,**ComponentRef. Dynamic component lifecycle?**,
ANGULAR,Advanced Concepts,**ViewContainerRef.createComponent(). Manual insertion?**,
ANGULAR,Advanced Concepts,**Portal components. Material CDK?**,
ANGULAR,Advanced Concepts,**Custom animations. @angular/animations?**,
ANGULAR,Advanced Concepts,**Transition state machine. Animation triggers?**,
ANGULAR,Advanced Concepts,**Reusable animations. animation definitions?**,
ANGULAR,Advanced Concepts,**i18n localization. ngx-translate?**,
ANGULAR,Advanced Concepts,**Multi-language support. LOCALE_ID provider?**,
ANGULAR,Performance Optimization,**Bundle size analysis. webpack-bundle-analyzer?**,
ANGULAR,Performance Optimization,**Tree shaking. providedIn: 'root' for unused services?**,
ANGULAR,Performance Optimization,**Lazy loading. Code splitting by route?**,
ANGULAR,Performance Optimization,**Preloading strategy. Custom preload logic?**,
ANGULAR,Performance Optimization,"**Image optimization. WebP, responsive images?**",
ANGULAR,Performance Optimization,"**Compression. gzip, brotli?**",
ANGULAR,Performance Optimization,**Minification. Production build optimization?**,
ANGULAR,Performance Optimization,**AOT compilation. Ahead-of-time vs Just-in-time?**,
ANGULAR,Performance Optimization,**Differential loading. Polyfill distribution?**,
ANGULAR,Performance Optimization,**Virtual scrolling for large lists. CDK ScrollingModule?**,
ANGULAR,Performance Optimization,**Infinite scroll. Pagination vs scroll-to-load?**,
ANGULAR,Performance Optimization,**Memoization in selectors. createSelector?**,
ANGULAR,Performance Optimization,**OnPush change detection at scale. Impact on large apps?**,
ANGULAR,Performance Optimization,**Web Workers. CPU-intensive operations?**,
ANGULAR,Performance Optimization,"**Service Workers. Offline support, caching?**",
ANGULAR,Performance Optimization,**Caching strategies. Cache-first vs network-first?**,
ANGULAR,Security,**XSS prevention. Sanitization with DomSanitizer?**,
ANGULAR,Security,**bypassSecurityTrustHtml. When use? Risks?**,
ANGULAR,Security,**Template injection. Safe vs unsafe?**,
ANGULAR,Security,**CSRF token handling. HttpInterceptor?**,
ANGULAR,Security,**Content Security Policy (CSP). Configuration?**,
ANGULAR,Security,**CORS. Proxy in development?**,
ANGULAR,Security,**Authentication token storage. LocalStorage vs SessionStorage vs Cookies?**,
ANGULAR,Security,**JWT token refresh. Automatic refresh mechanism?**,
ANGULAR,Security,**HttpOnly cookies. HttpInterceptor prevention?**,
ANGULAR,Security,**Dependency vulnerabilities. npm audit?**,
ANGULAR,Server-Side Rendering (SSR),**Angular Universal. Server-side rendering benefits?**,
ANGULAR,Server-Side Rendering (SSR),**Hydration. Server-sent HTML reuse in client?**,
ANGULAR,Server-Side Rendering (SSR),**HTTP request handling on server. transferState?**,
ANGULAR,Server-Side Rendering (SSR),**Relative paths. Server vs client URL differences?**,
ANGULAR,Server-Side Rendering (SSR),**Zone.js on server. Event handling?**,
ANGULAR,Server-Side Rendering (SSR),**Build process. npm run build:ssr?**,
ANGULAR,Server-Side Rendering (SSR),**Performance metrics. First Contentful Paint (FCP) improvement?**,
ANGULAR,Server-Side Rendering (SSR),**SEO benefits. Meta tags server-rendered?**,
ANGULAR,Build & Deployment,**Angular CLI. Code generation (ng generate)?**,
ANGULAR,Build & Deployment,**ng build configuration. production vs development?**,
ANGULAR,Build & Deployment,**Angular.json configuration. Build options?**,
ANGULAR,Build & Deployment,**Environment files. environment.ts vs environment.prod.ts?**,
ANGULAR,Build & Deployment,**Source maps. Debugging production builds?**,
ANGULAR,Build & Deployment,**Budget limits. Bundle size thresholds?**,
ANGULAR,Build & Deployment,**Docker containerization. Nginx reverse proxy?**,
ANGULAR,Build & Deployment,"**CI/CD pipeline integration. GitHub Actions, Jenkins?**",
ANGULAR,Build & Deployment,**Progressive Web App (PWA). @angular/pwa?**,
ANGULAR,Build & Deployment,**Service Worker configuration. Cache strategies?**,
ANGULAR,Build & Deployment,**Update strategies. ng update for dependencies?**,
ANGULAR,Monorepo & Scalability,**Nx monorepo. Workspace management?**,
ANGULAR,Monorepo & Scalability,**Shared libraries. Code reuse across projects?**,
ANGULAR,Monorepo & Scalability,**Feature library organization. Barrel exports?**,
ANGULAR,Monorepo & Scalability,**Core library. Singleton services?**,
ANGULAR,Monorepo & Scalability,**Lint rules. Enforcing architecture?**,
ANGULAR,Monorepo & Scalability,**Scalability patterns for large teams. Micro front-ends?**,
ANGULAR,Common Patterns & Anti-Patterns,**Smart vs Dumb components. Container vs presentational?**,
ANGULAR,Common Patterns & Anti-Patterns,**Facade service pattern. Simplifying component interaction with store?**,
ANGULAR,Common Patterns & Anti-Patterns,**Observable subject pattern. Data flow between services?**,
ANGULAR,Common Patterns & Anti-Patterns,**Unsubscribe patterns. Memory leak prevention?**,
ANGULAR,Common Patterns & Anti-Patterns,**Memory leaks. Subscription cleanup?**,
ANGULAR,Common Patterns & Anti-Patterns,**Changing input after initialization. ngOnChanges handling?**,
ANGULAR,Common Patterns & Anti-Patterns,**Storing data in component. Stateful components pitfalls?**,
ANGULAR,Common Patterns & Anti-Patterns,**Direct DOM manipulation. Why avoid?**,
ANGULAR,Common Patterns & Anti-Patterns,**Logic in templates. Moving to component class?**,
ANGULAR,Common Patterns & Anti-Patterns,**Heavy components. Breaking into smaller pieces?**,
ANGULAR,Common Patterns & Anti-Patterns,**Circular dependencies. Module organization?**,
ANGULAR,Debugging & Tools,**Chrome DevTools Angular plugin. Component tree inspection?**,
ANGULAR,Debugging & Tools,"**Augury extension. Component hierarchy, dependency graph?**",
ANGULAR,Debugging & Tools,"**Angular DevTools. Profiling, performance analysis?**",
ANGULAR,Debugging & Tools,**Logging best practices. LoggerService?**,
ANGULAR,Debugging & Tools,**Error tracking. Sentry integration?**,
ANGULAR,Debugging & Tools,**Network tab. HTTP request inspection?**,
ANGULAR,Debugging & Tools,**Performance tab. Flame chart analysis?**,
ANGULAR,Debugging & Tools,**Source map debugging. Original TypeScript in browser?**,
ANGULAR,Debugging & Tools,**Breakpoints. Conditional breakpoints?**,
