Subject,Topic,Question,Answer
RABBITMQ,Message Publishing & Consuming,- **Publishing. Sending messages to exchange?**,
RABBITMQ,Message Publishing & Consuming,"- **Message properties. Routing key, content type, headers?**",
RABBITMQ,Message Publishing & Consuming,- **Mandatory flag. Ensuring message routing?**,
RABBITMQ,Message Publishing & Consuming,- **Immediate flag (deprecated). Deprecated in AMQP 0-9-1?**,
RABBITMQ,Message Publishing & Consuming,- **Publisher confirms. Acknowledgment of message acceptance?**,
RABBITMQ,Message Publishing & Consuming,- **Consuming. Subscribing to queue messages?**,
RABBITMQ,Message Publishing & Consuming,"- **QoS (Quality of Service). Prefetch count, fair dispatch?**",
RABBITMQ,Message Publishing & Consuming,- **Basic.consume vs Basic.get. Subscription vs polling?**,
RABBITMQ,Message Publishing & Consuming,- **Consumer tag. Identifying consumers?**,
RABBITMQ,Message Publishing & Consuming,- **Exclusive consumer. Single subscriber guarantee?**,
RABBITMQ,Reliability & Durability,- **Durable queues. Persistence after broker restart?**,
RABBITMQ,Reliability & Durability,- **Durable exchanges. Exchange metadata persistence?**,
RABBITMQ,Reliability & Durability,- **Message persistence. Persistent vs transient messages?**,
RABBITMQ,Reliability & Durability,- **Publisher confirms. Guaranteeing message acceptance?**,
RABBITMQ,Reliability & Durability,- **Negative acknowledgment (NACK). Message rejection?**,
RABBITMQ,Reliability & Durability,- **Requeue flag. Returning message to queue?**,
RABBITMQ,Reliability & Durability,- **Manual acknowledgment. ACK timing control?**,
RABBITMQ,Reliability & Durability,- **Auto acknowledgment. Automatic message ACK?**,
RABBITMQ,Reliability & Durability,- **ACK on message processing. Error handling?**,
RABBITMQ,Reliability & Durability,- **Negative ACK timeout. Long-running operations?**,
RABBITMQ,Reliability & Durability,- **Multiple ACKs. Acknowledging multiple messages?**,
RABBITMQ,Reliability Patterns,- **Acknowledgment pattern. Ensuring delivery?**,
RABBITMQ,Reliability Patterns,- **Dead letter queue (DLQ). Handling failed messages?**,
RABBITMQ,Reliability Patterns,- **DLX with retry. Exponential backoff?**,
RABBITMQ,Reliability Patterns,- **Circuit breaker pattern. Failing fast on downstream issues?**,
RABBITMQ,Reliability Patterns,- **Poison pill message. Unprocessable message handling?**,
RABBITMQ,Reliability Patterns,- **Idempotent consumer. Handling duplicate messages?**,
RABBITMQ,Reliability Patterns,- **Message deduplication. Deduplication ID tracking?**,
RABBITMQ,Reliability Patterns,- **Transactional publishing. Multi-message atomic publish?**,
RABBITMQ,Reliability Patterns,- **Transactional consuming. Atomic ACK with state update?**,
RABBITMQ,Clustering & HA,- **Cluster. Multiple broker nodes sharing data?**,
RABBITMQ,Clustering & HA,- **Node discovery. Cluster node joining?**,
RABBITMQ,Clustering & HA,- **Disk nodes vs RAM nodes. Metadata storage?**,
RABBITMQ,Clustering & HA,- **Quorum queues. Consensus-based replication?**,
RABBITMQ,Clustering & HA,- **Classic mirrored queues (deprecated). Legacy HA?**,
RABBITMQ,Clustering & HA,- **Quorum queue replicas. Replication factor?**,
RABBITMQ,Clustering & HA,- **Quorum configuration. min.isr setting?**,
RABBITMQ,Clustering & HA,- **Promotion (classic queues). Converting to mirrored?**,
RABBITMQ,Clustering & HA,- **Failover. Automatic broker failure recovery?**,
RABBITMQ,Clustering & HA,- **Manual intervention. Forcing leader election?**,
RABBITMQ,Clustering & HA,- **Rolling restart. Zero-downtime upgrades?**,
RABBITMQ,Performance & Optimization,"- **Throughput optimization. Batching, async publishing?**",
RABBITMQ,Performance & Optimization,"- **Latency optimization. Prefetch count, queue depth?**",
RABBITMQ,Performance & Optimization,"- **Memory optimization. Lazy queues, max length?**",
RABBITMQ,Performance & Optimization,- **CPU optimization. Channel efficiency?**,
RABBITMQ,Performance & Optimization,- **Disk I/O optimization. Flush batch size?**,
RABBITMQ,Performance & Optimization,"- **Network optimization. Frame size, compression?**",
RABBITMQ,Performance & Optimization,- **Connection pooling. Reusing connections?**,
RABBITMQ,Performance & Optimization,- **Channel pooling. Multiple channels per connection?**,
RABBITMQ,Performance & Optimization,- **Publisher side throttling. Backpressure handling?**,
RABBITMQ,Performance & Optimization,- **Prefetch count tuning. Fair dispatch optimization?**,
RABBITMQ,Performance & Optimization,- **Message size optimization. Compression vs network bandwidth?**,
RABBITMQ,Monitoring & Operations,- **Management UI. Broker dashboard?**,
RABBITMQ,Monitoring & Operations,- **rabbitmqctl. Command-line administration?**,
RABBITMQ,Monitoring & Operations,- **Queue depth monitoring. Message backlog?**,
RABBITMQ,Monitoring & Operations,"- **Consumer monitoring. Active consumers, message rate?**",
RABBITMQ,Monitoring & Operations,- **Memory usage monitoring. Threshold alerts?**,
RABBITMQ,Monitoring & Operations,- **Disk space monitoring. Queue overflow prevention?**,
RABBITMQ,Monitoring & Operations,- **Connection monitoring. Active connections?**,
RABBITMQ,Monitoring & Operations,- **Message rate metrics. Publish/consume rates?**,
RABBITMQ,Monitoring & Operations,- **Health checks. Liveness & readiness probes?**,
RABBITMQ,Monitoring & Operations,- **Log analysis. Error patterns?**,
RABBITMQ,Monitoring & Operations,- **Prometheus integration. Metrics collection?**,
RABBITMQ,Monitoring & Operations,- **Alerting. Critical thresholds?**,
RABBITMQ,Advanced Features,- **Priority queues. Message priority levels?**,
RABBITMQ,Advanced Features,- **Message TTL. Per-message vs queue-level?**,
RABBITMQ,Advanced Features,- **Queue TTL. Unused queue cleanup?**,
RABBITMQ,Advanced Features,- **Lazy queues. Memory efficiency for large queues?**,
RABBITMQ,Advanced Features,- **Stream queues. Replay-able message stream?**,
RABBITMQ,Advanced Features,- **Offset tracking. Consumer position in stream?**,
RABBITMQ,Advanced Features,- **Stream consumer groups. Parallel stream consumption?**,
RABBITMQ,Advanced Features,- **Plugin architecture. Custom extensions?**,
RABBITMQ,Advanced Features,- **MQTT plugin. IoT device support?**,
RABBITMQ,Advanced Features,- **STOMP plugin. Message queue protocol support?**,
RABBITMQ,Advanced Features,"- **RabbitMQ modules. AMQP 1.0, HTTP API?**",
RABBITMQ,Message Routing Patterns,- **Work queue pattern. Distributed task processing?**,
RABBITMQ,Message Routing Patterns,- **Publish-subscribe pattern. Broadcasting messages?**,
RABBITMQ,Message Routing Patterns,- **RPC pattern. Request-reply with correlation?**,
RABBITMQ,Message Routing Patterns,- **Correlation ID. Matching replies to requests?**,
RABBITMQ,Message Routing Patterns,- **Reply-to queue. Setting response destination?**,
RABBITMQ,Message Routing Patterns,- **Routing with headers. Complex routing logic?**,
RABBITMQ,Message Routing Patterns,- **Competing consumers. Load balancing across workers?**,
RABBITMQ,Message Routing Patterns,- **Message demultiplexing. Splitting aggregated messages?**,
RABBITMQ,Security,"- **Authentication. Username/password, certificates?**",
RABBITMQ,Security,"- **Authorization. Permission model, per-user limits?**",
RABBITMQ,Security,"- **User roles. Admin, management, policymaker?**",
RABBITMQ,Security,- **Virtual host permissions. User vhost access?**,
RABBITMQ,Security,- **Resource permissions. Queue/exchange permissions?**,
RABBITMQ,Security,- **SSL/TLS. Encrypted connections?**,
RABBITMQ,Security,- **Certificate validation. mTLS setup?**,
RABBITMQ,Security,- **Credentials rotation. Password policy?**,
RABBITMQ,Security,- **Audit logging. Access logging?**,
RABBITMQ,Security,"- **SASL mechanisms. PLAIN, EXTERNAL?**",
RABBITMQ,RabbitMQ in Production,"- **Deployment options. Docker, Kubernetes, cloud?**",
RABBITMQ,RabbitMQ in Production,- **Kubernetes operator. RabbitMQ on K8s?**,
RABBITMQ,RabbitMQ in Production,- **Persistent volumes. Queue data persistence?**,
RABBITMQ,RabbitMQ in Production,- **StatefulSet. Ordered pod creation?**,
RABBITMQ,RabbitMQ in Production,- **Service discovery. Pod-to-pod communication?**,
RABBITMQ,RabbitMQ in Production,- **Readiness probe. Health check for pod scheduling?**,
RABBITMQ,RabbitMQ in Production,- **Liveness probe. Pod restart on failure?**,
RABBITMQ,RabbitMQ in Production,- **Network policies. Pod communication restrictions?**,
RABBITMQ,RabbitMQ in Production,"- **Resource limits. CPU, memory constraints?**",
RABBITMQ,RabbitMQ in Production,- **Backup strategy. Definitions export/import?**,
RABBITMQ,RabbitMQ in Production,- **Disaster recovery. Queue recreation from backup?**,
RABBITMQ,RabbitMQ in Production,- **High availability setup. Multiple replicas?**,
RABBITMQ,Troubleshooting & Edge Cases,- **Memory alarm. Broker refusing publishes?**,
RABBITMQ,Troubleshooting & Edge Cases,- **Disk alarm. Queue write failure?**,
RABBITMQ,Troubleshooting & Edge Cases,- **Queue accumulation. Consumer lag?**,
RABBITMQ,Troubleshooting & Edge Cases,- **Message ordering. Partition tolerance?**,
RABBITMQ,Troubleshooting & Edge Cases,- **Duplicate messages. At-least-once delivery?**,
RABBITMQ,Troubleshooting & Edge Cases,- **Lost messages. Acknowledgment issues?**,
RABBITMQ,Troubleshooting & Edge Cases,- **Connection leaks. Unclosed connections?**,
RABBITMQ,Troubleshooting & Edge Cases,- **Channel leaks. Unclosed channels?**,
RABBITMQ,Troubleshooting & Edge Cases,- **Broker hang. Deadlock diagnosis?**,
RABBITMQ,Troubleshooting & Edge Cases,- **Network partition. Cluster split-brain?**,
RABBITMQ,Troubleshooting & Edge Cases,- **Queue evacuation. Emergency shutdown?**,
RABBITMQ,Integration Patterns,"- **Spring AMQP. RabbitTemplate, listener containers?**",
RABBITMQ,Integration Patterns,- **Spring annotation-driven listeners. @RabbitListener?**,
RABBITMQ,Integration Patterns,- **Error handling. ErrorHandler implementation?**,
RABBITMQ,Integration Patterns,- **Retry template. Retry with backoff?**,
RABBITMQ,Integration Patterns,- **Message converter. JSON serialization?**,
RABBITMQ,Integration Patterns,- **Header mapping. Custom header handling?**,
RABBITMQ,Integration Patterns,- **Logging interceptor. Debugging message flow?**,
